Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Paralog count	Ortholog count	
PBANKA_1108100	PBANKA_1108100.1	Plasmodium berghei ANKA	PbANKA_11_v3:310,105..317,082(-)	guanidine nucleotide exchange factor, putative	PF3D7_0508500	0	46	
PBANKA_1108200	PBANKA_1108200.1	Plasmodium berghei ANKA	PbANKA_11_v3:318,315..318,977(+)	conserved protein, unknown function	PF3D7_0508600	0	37	
PBANKA_1108300	PBANKA_1108300.1	Plasmodium berghei ANKA	PbANKA_11_v3:320,699..324,694(+)	pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative	PF3D7_0508700	0	44	
PBANKA_1108400	PBANKA_1108400.1	Plasmodium berghei ANKA	PbANKA_11_v3:325,614..326,438(-)	single-stranded DNA-binding protein, putative	PF3D7_0508800	1	46	
PBANKA_1108600	PBANKA_1108600.1	Plasmodium berghei ANKA	PbANKA_11_v3:336,891..338,327(-)	alpha-soluble NSF attachment protein, putative	PF3D7_0509000	0	44	
PBANKA_1108700	PBANKA_1108700.1	Plasmodium berghei ANKA	PbANKA_11_v3:341,006..345,334(+)	structural maintenance of chromosomes protein 4	PF3D7_0509100	0	48	
PBANKA_1108800	PBANKA_1108800.1	Plasmodium berghei ANKA	PbANKA_11_v3:346,005..347,632(+)	leucine-rich repeat protein	PF3D7_0509200,PF3D7_1347800	1	92	
PBANKA_1108900	PBANKA_1108900.1	Plasmodium berghei ANKA	PbANKA_11_v3:348,076..348,578(-)	conserved Plasmodium protein, unknown function	PF3D7_0509300	0	42	
PBANKA_1109000	PBANKA_1109000.1	Plasmodium berghei ANKA	PbANKA_11_v3:349,481..357,436(-)	RNA polymerase I, putative	PF3D7_0509400	0	45	
PBANKA_1109100	PBANKA_1109100.1	Plasmodium berghei ANKA	PbANKA_11_v3:359,979..360,992(+)	ERCC4 domain-containing protein, putative	PF3D7_0509500	0	44	
PBANKA_1109200	PBANKA_1109200.1	Plasmodium berghei ANKA	PbANKA_11_v3:361,839..363,916(+)	asparagine--tRNA ligase, putative	PF3D7_0211800,PF3D7_0509600	1	90	
PBANKA_1109300	PBANKA_1109300.1	Plasmodium berghei ANKA	PbANKA_11_v3:364,235..366,322(-)	conserved Plasmodium protein, unknown function	PF3D7_0509700	0	40	
PBANKA_1109400	PBANKA_1109400.1	Plasmodium berghei ANKA	PbANKA_11_v3:368,036..373,112(+)	phosphatidylinositol 4-kinase beta, putative	PF3D7_0509800	0	50	
PBANKA_1109500	PBANKA_1109500.1	Plasmodium berghei ANKA	PbANKA_11_v3:373,907..374,911(+)	NSE4 domain-containing protein, putative	PF3D7_0509900	0	45	
PBANKA_1109600	PBANKA_1109600.1	Plasmodium berghei ANKA	PbANKA_11_v3:375,478..378,530(+)	conserved Plasmodium protein, unknown function	PF3D7_0510000	0	32	
PBANKA_1109700	PBANKA_1109700.1	Plasmodium berghei ANKA	PbANKA_11_v3:379,560..385,352(-)	KH domain-containing protein, putative	PF3D7_0510100	0	46	
PBANKA_1109800	PBANKA_1109800.1	Plasmodium berghei ANKA	PbANKA_11_v3:390,663..392,870(+)	peptidyl-prolyl cis-trans isomerase, putative	PF3D7_0510200	0	44	
PBANKA_1109900	PBANKA_1109900.1	Plasmodium berghei ANKA	PbANKA_11_v3:393,655..394,621(-)	stripes inner membrane complex protein, putative	PF3D7_0510300	0	44	
PBANKA_1110000	PBANKA_1110000.1	Plasmodium berghei ANKA	PbANKA_11_v3:396,658..397,998(+)	PDCD2 domain-containing protein, putative	PF3D7_0510400	0	45	
PBANKA_1110100	PBANKA_1110100.1	Plasmodium berghei ANKA	PbANKA_11_v3:398,490..401,135(-)	topoisomerase I, putative	PF3D7_0510500	0	44	
PBANKA_1110200	PBANKA_1110200.1	Plasmodium berghei ANKA	PbANKA_11_v3:408,394..409,422(+)	conserved Plasmodium protein, unknown function	PF3D7_0510700	0	42	
PBANKA_1110300	PBANKA_1110300.1	Plasmodium berghei ANKA	PbANKA_11_v3:409,972..413,111(+)	WD repeat-containing protein, putative	PF3D7_0510800	0	48	
PBANKA_1110500	PBANKA_1110500.1	Plasmodium berghei ANKA	PbANKA_11_v3:415,677..416,192(-)	translationally-controlled tumor protein homolog	PF3D7_0511000	0	47	
PBANKA_1110600	PBANKA_1110600.1	Plasmodium berghei ANKA	PbANKA_11_v3:417,256..417,802(+)	conserved Plasmodium protein, unknown function	PF3D7_0511100	0	44	
PBANKA_1110700	PBANKA_1110700.1	Plasmodium berghei ANKA	PbANKA_11_v3:418,951..421,878(+)	stearoyl-CoA desaturase, putative	PF3D7_0511200	0	48	
PBANKA_1110800	PBANKA_1110800.1	Plasmodium berghei ANKA	PbANKA_11_v3:422,633..426,921(-)	MORN repeat protein, putative	PF3D7_0511300	0	39	
PBANKA_1111000	PBANKA_1111000.1	Plasmodium berghei ANKA	PbANKA_11_v3:433,422..462,422(+)	RNA pseudouridylate synthase, putative	PF3D7_0521500,PF3D7_0914000	2	119	
PBANKA_1111200	PBANKA_1111200.1	Plasmodium berghei ANKA	PbANKA_11_v3:463,038..463,565(-)	apical rhoptry neck protein, putative	PF3D7_0511600	0	27	
PBANKA_1111300	PBANKA_1111300.1	Plasmodium berghei ANKA	PbANKA_11_v3:465,190..466,103(+)	EKC/KEOPS complex subunit CGI121, putative	PF3D7_0511700	0	46	
PBANKA_1111400	PBANKA_1111400.1	Plasmodium berghei ANKA	PbANKA_11_v3:466,783..468,746(-)	inositol-3-phosphate synthase, putative	PF3D7_0511800	0	46	
PBANKA_1111500	PBANKA_1111500.1	Plasmodium berghei ANKA	PbANKA_11_v3:470,246..472,189(+)	conserved Plasmodium protein, unknown function	PF3D7_0511900	0	45	
PBANKA_1111600	PBANKA_1111600.1	Plasmodium berghei ANKA	PbANKA_11_v3:472,921..473,902(+)	prefoldin subunit 6, putative	PF3D7_0512000	0	44	
PBANKA_1111700	PBANKA_1111700.1	Plasmodium berghei ANKA	PbANKA_11_v3:474,013..474,569(-)	conserved protein, unknown function	PF3D7_0512100	0	43	
PBANKA_1111800	PBANKA_1111800.1	Plasmodium berghei ANKA	PbANKA_11_v3:475,230..477,107(-)	glutathione synthetase	PF3D7_0512200	0	45	
PBANKA_1111900	PBANKA_1111900.1	Plasmodium berghei ANKA	PbANKA_11_v3:478,326..479,108(-)	CDK-activating kinase assembly factor MAT1, putative	PF3D7_0512300	0	44	
PBANKA_1112000	PBANKA_1112000.1	Plasmodium berghei ANKA	PbANKA_11_v3:480,784..481,458(+)	conserved Plasmodium protein, unknown function	PF3D7_0512400	0	43	
PBANKA_1112300	PBANKA_1112300.1	Plasmodium berghei ANKA	PbANKA_11_v3:490,401..492,148(+)	ras-related protein Rab-1B, putative	PF3D7_0512600	0	46	
PBANKA_1112400	PBANKA_1112400.1	Plasmodium berghei ANKA	PbANKA_11_v3:492,918..493,679(-)	orotate phosphoribosyltransferase, putative	PF3D7_0512700,PF3D7_1023200	1	91	
PBANKA_1112500	PBANKA_1112500.1	Plasmodium berghei ANKA	PbANKA_11_v3:494,199..498,359(-)	conserved Plasmodium protein, unknown function	PF3D7_0512800	0	44	
PBANKA_1112600	PBANKA_1112600.1	Plasmodium berghei ANKA	PbANKA_11_v3:499,069..499,866(+)	AKAP-like protein, putative	PF3D7_0512900	0	45	
PBANKA_1112700	PBANKA_1112700.1	Plasmodium berghei ANKA	PbANKA_11_v3:500,474..501,280(+)	conserved protein, unknown function	PF3D7_0513000	0	45	
PBANKA_1112800	PBANKA_1112800.1	Plasmodium berghei ANKA	PbANKA_11_v3:502,096..503,118(-)	conserved protein, unknown function	PF3D7_0513100	0	45	
PBANKA_1112900	PBANKA_1112900.1	Plasmodium berghei ANKA	PbANKA_11_v3:504,454..511,228(+)	CPSF domain-containing protein, putative	PF3D7_0513200	0	37	
PBANKA_1113000	PBANKA_1113000.1	Plasmodium berghei ANKA	PbANKA_11_v3:511,874..512,608(-)	purine nucleoside phosphorylase, putative	PF3D7_0513300	0	47	
PBANKA_1113100	PBANKA_1113100.1	Plasmodium berghei ANKA	PbANKA_11_v3:513,912..515,435(-)	GTP-binding protein YihA1, putative	PF3D7_0513400,PF3D7_0812220,PF3D7_1442200	2	135	
PBANKA_1113200	PBANKA_1113200.1	Plasmodium berghei ANKA	PbANKA_11_v3:516,071..516,787(+)	mitochondrial import inner membrane translocase subunit TIM16, putative	PF3D7_0513500	0	44	
PBANKA_1113300	PBANKA_1113300.1	Plasmodium berghei ANKA	PbANKA_11_v3:517,435..520,125(-)	deoxyribodipyrimidine photo-lyase, putative	PF3D7_0513600	0	46	
PBANKA_1113400	PBANKA_1113400.1	Plasmodium berghei ANKA	PbANKA_11_v3:521,969..524,268(+)	secreted ookinete protein	PF3D7_0423800,PF3D7_0513700	0	86	
PBANKA_1113500	PBANKA_1113500.1	Plasmodium berghei ANKA	PbANKA_11_v3:524,717..525,337(-)	ras-related protein Rab-1A, putative	PF3D7_0513800	0	45	
PBANKA_1113600	PBANKA_1113600.1	Plasmodium berghei ANKA	PbANKA_11_v3:526,879..527,750(+)	conserved protein, unknown function	PF3D7_0513900	0	44	
PBANKA_1113700	PBANKA_1113700.1	Plasmodium berghei ANKA	PbANKA_11_v3:527,791..529,790(-)	tubulin--tyrosine ligase, putative	PF3D7_0514000	0	45	
PBANKA_1113800	PBANKA_1113800.1	Plasmodium berghei ANKA	PbANKA_11_v3:530,367..533,639(-)	ATP-dependent DNA helicase UvrD, putative	PF3D7_0514100	0	44	
PBANKA_1113900	PBANKA_1113900.1	Plasmodium berghei ANKA	PbANKA_11_v3:535,730..537,961(+)	conserved Plasmodium protein, unknown function	PF3D7_0514200	0	40	
PBANKA_1114000	PBANKA_1114000.1	Plasmodium berghei ANKA	PbANKA_11_v3:538,800..542,084(+)	aspartate--tRNA ligase, putative	PF3D7_0514300	0	45	
PBANKA_1114100	PBANKA_1114100.1	Plasmodium berghei ANKA	PbANKA_11_v3:543,090..544,367(-)	conserved Plasmodium protein, unknown function	PF3D7_0514500	0	42	
PBANKA_1114200	PBANKA_1114200.1	Plasmodium berghei ANKA	PbANKA_11_v3:544,842..546,132(-)	ribose-5-phosphate isomerase, putative	PF3D7_0514600	0	46	
PBANKA_1114300	PBANKA_1114300.1	Plasmodium berghei ANKA	PbANKA_11_v3:547,772..551,995(+)	MORN repeat protein, putative	PF3D7_0514700	0	42	
PBANKA_1114500	PBANKA_1114500.1	Plasmodium berghei ANKA	PbANKA_11_v3:557,149..558,243(+)	conserved Plasmodium protein, unknown function	PF3D7_0514900	0	40	
PBANKA_1114600	PBANKA_1114600.1	Plasmodium berghei ANKA	PbANKA_11_v3:558,836..560,776(-)	pre-mRNA-splicing factor CWC2, putative	PF3D7_0515000	0	45	
PBANKA_1114800	PBANKA_1114800.1	Plasmodium berghei ANKA	PbANKA_11_v3:564,513..565,152(+)	conserved Plasmodium protein, unknown function	PF3D7_0515200	0	46	
PBANKA_1114900	PBANKA_1114900.1	Plasmodium berghei ANKA	PbANKA_11_v3:566,520..571,853(+)	phosphatidylinositol 3-kinase, putative	PF3D7_0515300	0	43	
PBANKA_1115000	PBANKA_1115000.1	Plasmodium berghei ANKA	PbANKA_11_v3:574,057..576,710(+)	conserved protein, unknown function	PF3D7_0515400	0	46	
PBANKA_1115100	PBANKA_1115100.1	Plasmodium berghei ANKA	PbANKA_11_v3:577,251..580,416(-)	gametogenesis essential protein 1, putative	PF3D7_0515500	0	46	
PBANKA_1115200	PBANKA_1115200.1	Plasmodium berghei ANKA	PbANKA_11_v3:582,931..587,356(+)	gamete egress protein GEP	PF3D7_0515600	0	42	
PBANKA_1115300	PBANKA_1115300.1	Plasmodium berghei ANKA	PbANKA_11_v3:588,338..589,714(-)	glideosome-associated protein 40, putative	PF3D7_0515700	0	45	
PBANKA_1115400	PBANKA_1115400.1	Plasmodium berghei ANKA	PbANKA_11_v3:592,213..592,467(-)	BolA-like protein, putative	PF3D7_0515800	0	45	
PBANKA_1115500	PBANKA_1115500.1	Plasmodium berghei ANKA	PbANKA_11_v3:593,925..594,911(-)	NLI interacting factor-like phosphatase	PF3D7_0515900	1	63	
PBANKA_1115600	PBANKA_1115600.1	Plasmodium berghei ANKA	PbANKA_11_v3:596,892..597,639(+)	conserved Plasmodium protein, unknown function	PF3D7_0616100	0	45	
PBANKA_1115700	PBANKA_1115700.1	Plasmodium berghei ANKA	PbANKA_11_v3:599,215..601,771(+)	kinetochore protein NDC80	PF3D7_0616200	0	48	
PBANKA_1115800	PBANKA_1115800.1	Plasmodium berghei ANKA	PbANKA_11_v3:601,893..602,486(-)	conserved Plasmodium protein, unknown function	PF3D7_0616300	0	45	
PBANKA_1115900	PBANKA_1115900.1	Plasmodium berghei ANKA	PbANKA_11_v3:603,532..607,329(+)	conserved Plasmodium protein, unknown function	PF3D7_0616400	0	44	
PBANKA_1116000	PBANKA_1116000.1	Plasmodium berghei ANKA	PbANKA_11_v3:609,101..612,325(+)	TRAP-like protein	PF3D7_0801300	1	47	
PBANKA_1116100	PBANKA_1116100.1	Plasmodium berghei ANKA	PbANKA_11_v3:612,682..614,457(-)	conserved protein, unknown function	PF3D7_0616600	0	32	
PBANKA_1116200	PBANKA_1116200.1	Plasmodium berghei ANKA	PbANKA_11_v3:615,110..616,438(-)	ras GTPAse, putative	PF3D7_0616700	0	45	
PBANKA_1116300	PBANKA_1116300.1	Plasmodium berghei ANKA	PbANKA_11_v3:617,965..619,527(+)	malate:quinone oxidoreductase, putative	PF3D7_0616800	0	45	
PBANKA_1116400	PBANKA_1116400.1	Plasmodium berghei ANKA	PbANKA_11_v3:620,747..624,589(+)	conserved Plasmodium protein, unknown function	PF3D7_0616900	0	35	
PBANKA_1116500	PBANKA_1116500.1	Plasmodium berghei ANKA	PbANKA_11_v3:625,629..626,813(-)	mitochondrial import receptor subunit TOM40, putative	PF3D7_0617000	0	45	
PBANKA_1116700	PBANKA_1116700.1	Plasmodium berghei ANKA	PbANKA_11_v3:629,548..633,989(+)	AP-2 complex subunit alpha, putative	PF3D7_0617100	0	46	
PBANKA_1116800	PBANKA_1116800.1	Plasmodium berghei ANKA	PbANKA_11_v3:636,950..638,728(+)	BFR1 domain-containing protein, putative	PF3D7_0617200	0	47	
PBANKA_1116900	PBANKA_1116900.1	Plasmodium berghei ANKA	PbANKA_11_v3:640,288..640,951(+)	conserved Plasmodium protein, unknown function	PF3D7_0617300	0	47	
PBANKA_1117000	PBANKA_1117000.1	Plasmodium berghei ANKA	PbANKA_11_v3:643,268..643,669(-)	histone H2A, putative	PF3D7_0617800	0	46	
PBANKA_1117100	PBANKA_1117100.1	Plasmodium berghei ANKA	PbANKA_11_v3:647,998..648,408(+)	histone H3 variant, putative	PF3D7_0610400,PF3D7_0617900	1	89	
PBANKA_1117200	PBANKA_1117200.1	Plasmodium berghei ANKA	PbANKA_11_v3:651,041..653,497(+)	conserved Plasmodium protein, unknown function	PF3D7_0618000	0	42	
PBANKA_1117300	PBANKA_1117300.1	Plasmodium berghei ANKA	PbANKA_11_v3:654,318..656,363(+)	conserved Plasmodium protein, unknown function	PF3D7_0618100	0	45	
PBANKA_1117400	PBANKA_1117400.1	Plasmodium berghei ANKA	PbANKA_11_v3:656,786..657,582(-)	conserved protein, unknown function	PF3D7_0618200	0	46	
PBANKA_1117500	PBANKA_1117500.1	Plasmodium berghei ANKA	PbANKA_11_v3:659,905..660,520(+)	ribosomal protein L27a, putative	PF3D7_0618300	0	46	
PBANKA_1117600	PBANKA_1117600.1	Plasmodium berghei ANKA	PbANKA_11_v3:660,873..663,063(-)	LMBR1 domain-containing protein, putative	PF3D7_0618400	0	45	
PBANKA_1117700	PBANKA_1117700.1	Plasmodium berghei ANKA	PbANKA_11_v3:664,976..665,917(+)	malate dehydrogenase, putative	PF3D7_0618500	0	45	
PBANKA_1117800	PBANKA_1117800.1	Plasmodium berghei ANKA	PbANKA_11_v3:666,460..668,160(-)	rhomboid protease ROM10	PF3D7_0618600	0	45	
PBANKA_1117900	PBANKA_1117900.1	Plasmodium berghei ANKA	PbANKA_11_v3:669,068..669,864(+)	trafficking protein particle complex subunit 6A, putative	PF3D7_0618700	0	45	
PBANKA_1118000	PBANKA_1118000.1	Plasmodium berghei ANKA	PbANKA_11_v3:670,102..673,312(-)	heptatricopeptide repeat-containing protein, putative	PF3D7_0618800	0	45	
PBANKA_1118100	PBANKA_1118100.1	Plasmodium berghei ANKA	PbANKA_11_v3:674,236..677,358(+)	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative	PF3D7_0618900	0	48	
PBANKA_1118100	PBANKA_1118100.2	Plasmodium berghei ANKA	PbANKA_11_v3:674,236..677,358(+)	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative	PF3D7_0618900	0	48	
PBANKA_1118200	PBANKA_1118200.1	Plasmodium berghei ANKA	PbANKA_11_v3:677,942..683,808(-)	conserved protein, unknown function	PF3D7_0619000	0	52	
PBANKA_1118300	PBANKA_1118300.1	Plasmodium berghei ANKA	PbANKA_11_v3:684,843..686,115(+)	conserved Plasmodium protein, unknown function	PF3D7_0619100	0	45	
PBANKA_1118600	PBANKA_1118600.1	Plasmodium berghei ANKA	PbANKA_11_v3:702,878..705,451(-)	cell division cycle protein 48 homologue, putative	PF3D7_0619400	0	54	
PBANKA_1118700	PBANKA_1118700.1	Plasmodium berghei ANKA	PbANKA_11_v3:707,113..711,168(-)	acyl-CoA synthetase, putative	PF3D7_0619500	0	45	
PBANKA_1118800	PBANKA_1118800.1	Plasmodium berghei ANKA	PbANKA_11_v3:712,110..714,302(+)	conserved Plasmodium protein, unknown function	PF3D7_0619600	0	43	
PBANKA_1118900	PBANKA_1118900.1	Plasmodium berghei ANKA	PbANKA_11_v3:714,651..716,638(-)	F-box protein FBXO1, putative	PF3D7_0619700	0	45	
PBANKA_1119100	PBANKA_1119100.1	Plasmodium berghei ANKA	PbANKA_11_v3:725,655..726,350(+)	splicing factor 3A subunit 2, putative	PF3D7_0619900	0	45	
PBANKA_1119200	PBANKA_1119200.1	Plasmodium berghei ANKA	PbANKA_11_v3:726,869..727,921(-)	PIMMS43 protein	PF3D7_0620000	0	43	
PBANKA_1119300	PBANKA_1119300.1	Plasmodium berghei ANKA	PbANKA_11_v3:729,978..730,498(+)	ATP synthase-associated protein, putative	PF3D7_0620100	0	45	
PBANKA_1119400	PBANKA_1119400.1	Plasmodium berghei ANKA	PbANKA_11_v3:730,915..731,730(-)	conserved Plasmodium protein, unknown function	PF3D7_0620200	0	44	
PBANKA_1119500	PBANKA_1119500.1	Plasmodium berghei ANKA	PbANKA_11_v3:732,485..735,034(-)	conserved Plasmodium protein, unknown function	PF3D7_0620300	0	45	
PBANKA_1119600	PBANKA_1119600.1	Plasmodium berghei ANKA	PbANKA_11_v3:735,660..737,003(-)	merozoite surface protein 10, putative	PF3D7_0620400	0	35	
PBANKA_1119700	PBANKA_1119700.1	Plasmodium berghei ANKA	PbANKA_11_v3:739,041..740,762(+)	cleavage stimulation factor subunit 1, putative	PF3D7_0620500	0	44	
PBANKA_1119800	PBANKA_1119800.1	Plasmodium berghei ANKA	PbANKA_11_v3:741,551..742,192(+)	conserved Plasmodium protein, unknown function	PF3D7_0620600	0	45	
PBANKA_1119900	PBANKA_1119900.1	Plasmodium berghei ANKA	PbANKA_11_v3:742,389..743,516(-)	DnaJ protein, putative	PF3D7_0620700	0	45	
PBANKA_1120000	PBANKA_1120000.1	Plasmodium berghei ANKA	PbANKA_11_v3:745,783..748,068(+)	conserved Plasmodium protein, unknown function	PF3D7_0621000	0	44	
PBANKA_1120100	PBANKA_1120100.1	Plasmodium berghei ANKA	PbANKA_11_v3:748,396..752,274(-)	conserved Plasmodium protein, unknown function	PF3D7_0621100	0	45	
PBANKA_1120200	PBANKA_1120200.1	Plasmodium berghei ANKA	PbANKA_11_v3:754,076..754,969(-)	pyridoxine biosynthesis protein PDX1, putative	PF3D7_0621200	0	45	
PBANKA_1120300	PBANKA_1120300.1	Plasmodium berghei ANKA	PbANKA_11_v3:756,241..758,223(+)	mRNA-binding protein PUF3, putative	PF3D7_0621300	0	45	
PBANKA_1120400	PBANKA_1120400.1	Plasmodium berghei ANKA	PbANKA_11_v3:760,422..762,293(+)	inner membrane complex protein 1j, putative	PF3D7_0621400	0	45	
PBANKA_1120500	PBANKA_1120500.1	Plasmodium berghei ANKA	PbANKA_11_v3:763,526..764,626(+)	ribonuclease P/MRP protein subunit RPP1, putative	PF3D7_0621500	0	45	
PBANKA_1120600	PBANKA_1120600.1	Plasmodium berghei ANKA	PbANKA_11_v3:766,294..771,303(+)	conserved Plasmodium protein, unknown function	PF3D7_0621700	0	46	
PBANKA_1120700	PBANKA_1120700.1	Plasmodium berghei ANKA	PbANKA_11_v3:773,172..773,956(+)	nascent polypeptide-associated complex subunit alpha, putative	PF3D7_0621800	0	45	
PBANKA_1120800	PBANKA_1120800.1	Plasmodium berghei ANKA	PbANKA_11_v3:774,630..776,741(-)	signal recognition particle subunit SRP68, putative	PF3D7_0621900	0	44	
PBANKA_1120900	PBANKA_1120900.1	Plasmodium berghei ANKA	PbANKA_11_v3:777,879..778,871(+)	conserved Plasmodium protein, unknown function	PF3D7_0622000	0	45	
PBANKA_1121000	PBANKA_1121000.1	Plasmodium berghei ANKA	PbANKA_11_v3:779,603..783,772(-)	conserved Plasmodium protein, unknown function	PF3D7_0622100	0	36	
PBANKA_1121100	PBANKA_1121100.1	Plasmodium berghei ANKA	PbANKA_11_v3:785,381..787,735(-)	radical SAM protein, putative	PF3D7_0622200	0	45	
PBANKA_1121200	PBANKA_1121200.1	Plasmodium berghei ANKA	PbANKA_11_v3:788,897..791,746(+)	vacuolar transporter chaperone, putative	PF3D7_0622300	0	45	
PBANKA_1121300	PBANKA_1121300.1	Plasmodium berghei ANKA	PbANKA_11_v3:792,200..792,571(+)	conserved protein, unknown function	PF3D7_0622400	0	45	
PBANKA_1121400	PBANKA_1121400.1	Plasmodium berghei ANKA	PbANKA_11_v3:792,963..794,258(-)	RNA methyltransferase, putative	PF3D7_0622500	0	46	
PBANKA_1121500	PBANKA_1121500.1	Plasmodium berghei ANKA	PbANKA_11_v3:795,097..795,851(+)	cytochrome b-c1 complex subunit 9, putative	PF3D7_0622600	0	31	
PBANKA_1121600	PBANKA_1121600.1	Plasmodium berghei ANKA	PbANKA_11_v3:796,339..797,698(-)	conserved Plasmodium protein, unknown function	PF3D7_0622700	0	45	
PBANKA_1121700	PBANKA_1121700.1	Plasmodium berghei ANKA	PbANKA_11_v3:799,609..803,358(+)	leucine--tRNA ligase, putative	PF3D7_0622800	0	45	
PBANKA_1121900	PBANKA_1121900.1	Plasmodium berghei ANKA	PbANKA_11_v3:815,464..816,984(-)	chorismate synthase	PF3D7_0623000	0	42	
PBANKA_1122000	PBANKA_1122000.1	Plasmodium berghei ANKA	PbANKA_11_v3:818,206..822,286(-)	nuclear polyadenylated RNA-binding protein NAB2, putative	PF3D7_0623100	0	47	
PBANKA_1122100	PBANKA_1122100.1	Plasmodium berghei ANKA	PbANKA_11_v3:824,155..825,246(+)	ferredoxin--NADP reductase, putative	PF3D7_0623200	0	45	
PBANKA_1122200	PBANKA_1122200.1	Plasmodium berghei ANKA	PbANKA_11_v3:825,499..826,510(-)	EGF-like membrane protein, putative	PF3D7_0623300	0	44	
PBANKA_1122300	PBANKA_1122300.1	Plasmodium berghei ANKA	PbANKA_11_v3:828,093..829,430(-)	MEI2-like RNA-binding protein, putative	PF3D7_0623400	0	44	
PBANKA_1122400	PBANKA_1122400.1	Plasmodium berghei ANKA	PbANKA_11_v3:830,623..832,597(-)	superoxide dismutase [Fe], putative	PF3D7_0623500,PF3D7_0814900	1	92	
PBANKA_1122500	PBANKA_1122500.1	Plasmodium berghei ANKA	PbANKA_11_v3:834,064..836,012(+)	splicing factor-like protein 1, putative	PF3D7_0623600	0	45	
PBANKA_1122600	PBANKA_1122600.1	Plasmodium berghei ANKA	PbANKA_11_v3:836,236..839,088(-)	ATP-dependent RNA helicase SUV3, putative	PF3D7_0623700	0	44	
PBANKA_1122700	PBANKA_1122700.1	Plasmodium berghei ANKA	PbANKA_11_v3:840,258..846,242(-)	tyrosine kinase-like protein, putative	PF3D7_0623800	0	59	
PBANKA_1122800	PBANKA_1122800.1	Plasmodium berghei ANKA	PbANKA_11_v3:850,504..851,370(+)	ribonuclease H2 subunit A, putative	PF3D7_0623900	0	45	
PBANKA_1122900	PBANKA_1122900.1	Plasmodium berghei ANKA	PbANKA_11_v3:853,291..854,775(+)	hexokinase, putative	PF3D7_0624000	0	45	
PBANKA_1123000	PBANKA_1123000.1	Plasmodium berghei ANKA	PbANKA_11_v3:856,256..857,214(+)	conserved protein, unknown function	PF3D7_0624100	0	45	
PBANKA_1123100	PBANKA_1123100.1	Plasmodium berghei ANKA	PbANKA_11_v3:858,125..859,044(-)	SURP domain-containing protein, putative	PF3D7_0624200	0	45	
PBANKA_1123200	PBANKA_1123200.1	Plasmodium berghei ANKA	PbANKA_11_v3:860,057..861,730(+)	CPW-WPC family protein	PF3D7_0624300	0	45	
PBANKA_1123300	PBANKA_1123300.1	Plasmodium berghei ANKA	PbANKA_11_v3:862,103..863,959(-)	conserved protein, unknown function	PF3D7_0624400	0	45	
PBANKA_1123400	PBANKA_1123400.1	Plasmodium berghei ANKA	PbANKA_11_v3:864,748..865,008(+)	anaphase-promoting complex subunit 11, putative	PF3D7_0624500	0	42	
PBANKA_1123500	PBANKA_1123500.1	Plasmodium berghei ANKA	PbANKA_11_v3:869,771..877,463(+)	ISWI chromatin-remodeling complex ATPase, putative	PF3D7_0624600	0	45	
PBANKA_1123600	PBANKA_1123600.1	Plasmodium berghei ANKA	PbANKA_11_v3:878,698..879,948(-)	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative	PF3D7_0624700	0	43	
PBANKA_1123700	PBANKA_1123700.1	Plasmodium berghei ANKA	PbANKA_11_v3:880,627..882,494(-)	conserved Plasmodium protein, unknown function	PF3D7_0624800	0	41	
PBANKA_1123800	PBANKA_1123800.1	Plasmodium berghei ANKA	PbANKA_11_v3:886,333..888,877(+)	GAS8-like protein, putative	PF3D7_0624900,PF3D7_1242400	1	90	
PBANKA_1123900	PBANKA_1123900.1	Plasmodium berghei ANKA	PbANKA_11_v3:890,151..891,775(+)	sphingomyelin synthase 1, putative	PF3D7_0625000	0	49	
PBANKA_1124000	PBANKA_1124000.1	Plasmodium berghei ANKA	PbANKA_11_v3:892,660..893,865(+)	sphingomyelin synthase 2, putative	PF3D7_0625100	0	46	
PBANKA_1124200	PBANKA_1124200.1	Plasmodium berghei ANKA	PbANKA_11_v3:896,741..900,214(-)	DNA polymerase 1, putative	PF3D7_0203900,PF3D7_0625300	1	88	
PBANKA_1124400	PBANKA_1124400.1	Plasmodium berghei ANKA	PbANKA_11_v3:904,030..905,028(+)	conserved Plasmodium protein, unknown function	PF3D7_0625500	0	44	
PBANKA_1124500	PBANKA_1124500.1	Plasmodium berghei ANKA	PbANKA_11_v3:907,274..909,115(+)	poly(A) polymerase PAP, putative	PF3D7_0625600	0	45	
PBANKA_1124600	PBANKA_1124600.1	Plasmodium berghei ANKA	PbANKA_11_v3:909,801..910,091(-)	conserved protein, unknown function	PF3D7_0625700	0	45	
PBANKA_1124800	PBANKA_1124800.1	Plasmodium berghei ANKA	PbANKA_11_v3:913,952..918,523(-)	conserved Plasmodium protein, unknown function	PF3D7_0626000	0	25	
PBANKA_1124900	PBANKA_1124900.1	Plasmodium berghei ANKA	PbANKA_11_v3:919,686..922,038(+)	oxidoreductase, putative	PF3D7_0626100	0	45	
PBANKA_1125000	PBANKA_1125000.1	Plasmodium berghei ANKA	PbANKA_11_v3:922,121..923,278(-)	conserved Plasmodium protein, unknown function	PF3D7_0626200	0	45	
