"# Program:featureCounts v2.0.0; Command:""featureCounts"" ""-T"" ""2"" ""-a"" ""/home/mahogny/mystore/ref_genome/pberghei/PlasmoDB-46_PbergheiANKA.gtf"" ""-o"" ""count.csv"" ""samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam""";;;;;;;;;;;;;;;;;;;;;;;
Geneid;Chr;Start;End;Strand;Length;samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam
PBANKA_1123500;"PbANKA_11_v3;PbANKA_11_v3";"869771;877135";"877013;877463";"+;+";7572;3937;323;384;408;560;710;470;156;408;256;28;2;38;119;152;97;183;38
PBANKA_1123600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"878698;878830;878975;879101;879319;879526";"878740;878892;879013;879205;879386;879948";"-;-;-;-;-;-";741;528;100;76;106;72;69;135;42;45;62;3;2;3;45;25;28;26;4
PBANKA_1123700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"880627;882111;882323";"881861;882152;882494";"-;-;-";1449;545;69;25;41;84;70;31;37;37;68;9;0;128;0;0;0;0;0
PBANKA_1123800;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"886333;886558;886835;887125;887462;887623;887822;888065;888404;888554;888788";"886413;886668;887016;887311;887535;887719;887906;888312;888466;888667;888877";"+;+;+;+;+;+;+;+;+;+;+";1332;269;85;38;17;29;132;14;24;56;34;0;0;54;2;4;0;15;3
PBANKA_1123900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"890151;890523;891353;891596";"890271;891265;891478;891775";"+;+;+;+";1170;1227;92;152;157;123;231;169;76;189;78;10;1;16;6;2;8;5;2
PBANKA_1124000;PbANKA_11_v3;892660;893865;+;1206;809;108;239;72;140;203;106;30;157;66;17;0;7;8;6;4;8;4
PBANKA_1124100;PbANKA_11_v3;894682;896007;+;1326;215;82;52;26;54;44;56;21;18;10;2;0;42;16;2;2;22;4
PBANKA_1124200;PbANKA_11_v3;896741;900214;-;3474;569;205;131;200;57;146;99;55;135;49;2;0;2;12;2;7;6;0
PBANKA_1124300;PbANKA_11_v3;901642;902760;-;1119;357;44;37;0;43;35;52;0;61;13;3;0;12;31;11;19;27;12
PBANKA_1124400;PbANKA_11_v3;904030;905028;+;999;300;45;24;50;50;64;38;17;34;31;2;0;0;5;0;2;12;6
PBANKA_1124500;PbANKA_11_v3;907274;909115;+;1842;978;192;120;108;112;177;175;56;104;36;6;0;4;4;7;6;6;4
PBANKA_1124600;PbANKA_11_v3;909801;910091;-;291;259;47;60;0;1;21;25;2;26;6;1;1;0;3;1;13;12;1
PBANKA_1124700;"PbANKA_11_v3;PbANKA_11_v3";"911779;912851";"912673;912918";"+;+";963;188;22;46;48;51;69;81;24;38;29;1;0;0;0;0;0;4;0
PBANKA_1124800;PbANKA_11_v3;913952;918523;-;4572;635;300;102;124;170;328;163;81;210;103;2;0;0;8;8;0;12;0
PBANKA_1124900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"919686;920041;920341;920568;920849;921106;921358;921602;921991";"919786;920252;920470;920680;921015;921233;921510;921707;922038";"+;+;+;+;+;+;+;+;+";1158;1074;187;291;223;143;239;170;84;138;100;15;0;2;19;30;10;15;4
PBANKA_1125000;PbANKA_11_v3;922121;923278;-;1158;201;48;52;8;67;98;15;5;23;21;2;0;2;3;16;4;8;0
PBANKA_1125100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"924510;926023;926652";"925763;926142;926699";"-;-;-";1422;2631;226;247;287;302;477;229;140;277;224;6;0;32;68;43;11;71;6
PBANKA_1125200;PbANKA_11_v3;928879;931407;+;2529;1096;228;153;306;157;136;137;93;226;80;2;0;8;12;6;6;18;0
PBANKA_1125300;PbANKA_11_v3;932795;935515;+;2721;621;63;38;48;122;144;36;34;92;76;6;0;12;8;4;4;4;0
PBANKA_1125400;PbANKA_11_v3;935763;936200;-;438;197;33;24;0;37;21;16;5;1;0;4;0;2;2;5;5;3;1
PBANKA_1125500;PbANKA_11_v3;936963;938069;+;1107;1463;175;197;172;122;43;113;85;102;145;7;2;11;29;36;6;45;2
PBANKA_1125600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"940783;941135;942406";"940966;941852;943039";"+;+;+";1536;4033;334;541;331;327;605;311;173;428;292;29;0;11;147;127;122;252;54
PBANKA_1125650;PbANKA_11_v3;941985;942169;+;185;39;12;0;0;15;20;18;12;34;8;4;0;0;0;0;0;0;0
PBANKA_1125700;PbANKA_11_v3;944667;945785;+;1119;687;110;59;150;122;107;112;51;152;58;0;0;2;12;6;7;18;10
PBANKA_1125800;PbANKA_11_v3;946250;946585;-;336;63;32;8;133;62;16;15;17;6;31;1;0;0;0;0;0;0;0
PBANKA_1125900;PbANKA_11_v3;948888;954224;+;5337;5250;445;570;495;599;976;623;273;575;262;41;0;48;66;58;58;70;14
PBANKA_1126000;PbANKA_11_v3;955178;956575;-;1398;1161;120;221;108;140;144;61;96;158;31;12;0;17;28;6;25;46;12
PBANKA_1126100;PbANKA_11_v3;958329;958874;-;546;655;82;117;96;126;125;41;72;146;74;1;0;0;0;0;0;6;0
PBANKA_1126200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"959676;960410;960759";"960154;960467;960791";"-;-;-";570;1361;217;154;231;112;275;183;135;158;98;13;0;22;134;127;53;109;30
PBANKA_1126300;PbANKA_11_v3;961802;962917;+;1116;859;107;254;92;135;205;120;62;78;78;12;0;5;6;6;9;14;1
PBANKA_1126400;PbANKA_11_v3;966147;969647;+;3501;2956;453;492;536;352;713;570;224;676;229;26;0;8;47;50;26;73;14
PBANKA_1126500;PbANKA_11_v3;971722;974574;-;2853;4828;538;664;541;670;623;832;445;880;209;16;0;12;19;32;17;46;16
PBANKA_1126600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"976237;976679;977205";"976587;977023;977378";"+;+;+";870;560;127;176;24;92;156;119;144;204;50;4;2;3;15;39;10;16;4
PBANKA_1126700;PbANKA_11_v3;978230;978748;+;519;1178;115;46;301;76;155;111;43;131;78;14;0;2;10;1;11;8;3
PBANKA_1126800;PbANKA_11_v3;979123;1005810;-;26688;12264;1448;1705;1612;1842;2316;1739;766;1705;942;76;0;162;60;68;10;18;4
PBANKA_1126900;PbANKA_11_v3;1010220;1017995;+;7776;5091;608;570;597;597;1270;623;394;856;364;28;3;12;106;74;57;67;18
PBANKA_1127000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1019097;1019521;1019717;1019888;1020111;1020272;1020467;1020655;1020794;1020954;1021145;1021447";"1019339;1019615;1019773;1019961;1020179;1020360;1020538;1020693;1020856;1021049;1021285;1021581";"-;-;-;-;-;-;-;-;-;-;-;-";1173;835;176;119;115;97;405;190;90;216;107;15;2;9;581;358;124;301;64
PBANKA_1127100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1023717;1024057;1024256;1024459;1024883;1025293;1025453;1025700";"1023734;1024159;1024337;1024658;1025120;1025367;1025541;1025896";"+;+;+;+;+;+;+;+";1002;623;133;38;111;129;173;122;31;103;26;11;0;8;0;1;2;4;0
PBANKA_1127200;PbANKA_11_v3;1026489;1027397;-;909;305;28;46;49;31;25;45;33;30;22;0;0;0;4;3;0;1;0
PBANKA_1127300;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1028182;1028417;1028584;1028930;1029739";"1028253;1028480;1028756;1029628;1029888";"-;-;-;-;-";1158;359;107;46;1;66;75;69;65;118;47;3;0;0;10;2;10;14;2
PBANKA_1127400;PbANKA_11_v3;1030774;1032483;+;1710;498;171;76;74;79;67;175;66;126;41;5;0;2;10;10;8;24;4
PBANKA_1127500;PbANKA_11_v3;1032992;1035103;-;2112;908;116;62;53;95;102;72;60;272;130;12;0;0;16;19;13;18;2
PBANKA_1127600;PbANKA_11_v3;1036621;1037505;-;885;282;157;50;4;50;155;80;35;146;67;17;0;0;0;0;2;4;4
PBANKA_1127700;PbANKA_11_v3;1038124;1040193;-;2070;2761;402;212;550;292;532;316;108;422;243;22;0;0;6;10;0;8;2
PBANKA_1127800;PbANKA_11_v3;1041667;1042806;-;1140;1831;122;280;383;287;206;243;130;308;94;7;0;37;123;80;31;69;26
PBANKA_1127900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1044932;1048683;1048860";"1048528;1048733;1049066";"+;+;+";3855;1247;232;190;289;261;297;325;131;215;216;20;0;0;46;26;20;35;6
PBANKA_1128000;PbANKA_11_v3;1049655;1049933;-;279;92;50;30;0;35;103;7;2;28;48;3;0;0;6;0;0;0;0
PBANKA_1128100;PbANKA_11_v3;1051220;1053475;+;2256;3834;500;485;462;568;572;381;230;453;232;6;12;1187;5965;3192;966;3319;481
PBANKA_1128200;PbANKA_11_v3;1056146;1057681;+;1536;911;237;122;184;226;246;92;53;182;38;8;0;0;11;3;6;12;6
PBANKA_1128300;"PbANKA_11_v3;PbANKA_11_v3";"1058904;1059139";"1059048;1060838";"-;-";1845;1275;202;80;181;157;273;162;80;197;174;13;0;2;4;11;2;4;2
PBANKA_1128400;"PbANKA_11_v3;PbANKA_11_v3";"1062129;1062322";"1062200;1062972";"+;+";723;258;64;103;65;91;45;49;28;23;23;3;0;0;0;6;8;13;1
PBANKA_1128500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1064715;1082812;1083125;1083411;1083679;1083880";"1082680;1082929;1083286;1083581;1083786;1083954";"+;+;+;+;+;+";18600;6474;971;1000;729;942;1133;1084;447;1135;696;47;9;37;129;111;70;182;34
PBANKA_1128600;"PbANKA_11_v3;PbANKA_11_v3";"1084628;1087953";"1087593;1088004";"-;-";3018;904;172;167;120;212;145;154;100;195;72;7;0;11;14;12;14;25;2
PBANKA_1128700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1090056;1090817;1091133";"1090679;1090975;1091270";"+;+;+";921;477;98;47;107;88;60;100;55;131;88;9;0;14;0;2;1;6;7
PBANKA_1128800;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1091625;1091876;1092060;1092297;1092486;1092717;1092867;1092990;1093216;1093458";"1091749;1091954;1092136;1092385;1092546;1092763;1092906;1093050;1093351;1093582";"-;-;-;-;-;-;-;-;-;-";840;1058;203;55;131;143;149;127;72;125;59;7;0;5;2;7;4;12;0
PBANKA_1128900;PbANKA_11_v3;1094875;1096818;-;1944;1289;83;108;139;88;221;99;94;130;142;8;0;2;2;0;0;2;0
PBANKA_1129000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1098550;1098788;1098965;1099197;1099629";"1098639;1098850;1099104;1099270;1099663";"+;+;+;+;+";402;372;41;74;51;31;8;47;3;36;18;6;0;2;4;0;2;5;2
PBANKA_1129100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1100203;1100552;1106484;1108895";"1100406;1106375;1108728;1109102";"-;-;-;-";8481;4295;421;388;456;393;371;567;296;423;251;30;1;12;28;31;28;65;8
PBANKA_1129200;PbANKA_11_v3;1111296;1112477;-;1182;458;110;0;86;32;11;66;22;28;34;0;0;6;4;0;0;0;0
PBANKA_1129300;PbANKA_11_v3;1114904;1116382;+;1479;371;33;40;26;57;111;46;23;49;41;1;0;0;2;4;5;4;2
PBANKA_1129400;"PbANKA_11_v3;PbANKA_11_v3";"1118110;1118450";"1118217;1120765";"+;+";2424;847;161;63;176;95;100;104;106;142;107;10;0;4;3;18;13;22;0
PBANKA_1129500;PbANKA_11_v3;1122152;1124164;+;2013;240;46;91;18;10;199;54;50;66;36;5;0;4;7;12;4;12;0
PBANKA_1129600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1125338;1125607;1125795;1126090;1126303;1126557;1126839;1126975;1127278;1127540;1127719";"1125436;1125666;1125866;1126175;1126465;1126722;1126881;1127136;1127383;1127623;1127829";"+;+;+;+;+;+;+;+;+;+;+";1152;101;45;42;21;34;23;24;55;27;7;0;2;19;11;19;17;27;13
PBANKA_1129700;"PbANKA_11_v3;PbANKA_11_v3";"1128111;1128531";"1128254;1130162";"-;-";1776;921;32;101;42;49;195;117;8;77;65;7;0;0;27;16;8;29;7
PBANKA_1129800;PbANKA_11_v3;1132480;1133322;+;843;347;122;46;1;10;106;45;12;24;12;3;0;11;4;6;1;4;2
PBANKA_1129900;"PbANKA_11_v3;PbANKA_11_v3";"1133893;1139353";"1139131;1139471";"-;-";5358;628;247;113;98;71;172;150;63;82;76;9;0;12;29;19;14;20;8
PBANKA_1130000;PbANKA_11_v3;1140485;1143367;+;2883;439;77;24;38;56;99;105;43;102;36;2;0;2;11;15;17;12;11
PBANKA_1130100;PbANKA_11_v3;1144341;1145324;+;984;665;176;53;24;83;49;50;17;84;72;2;0;2;21;17;8;22;4
PBANKA_1130200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1146436;1146975;1147353";"1146782;1147153;1147492";"-;-;-";666;626;91;95;113;94;77;37;66;96;30;2;0;49;100;40;16;70;13
PBANKA_1130300;PbANKA_11_v3;1149910;1150416;+;507;406;31;39;148;81;36;111;9;0;24;2;0;4;30;23;14;22;10
PBANKA_1130400;"PbANKA_11_v3;PbANKA_11_v3";"1151109;1151437";"1151318;1151967";"-;-";741;1081;175;145;92;113;243;243;53;137;72;11;0;0;17;8;12;10;4
PBANKA_1130500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1153509;1153895;1154304;1154538";"1153766;1154221;1154393;1154588";"+;+;+;+";726;1048;117;101;89;88;189;154;65;160;67;8;0;10;155;110;76;130;14
PBANKA_1130600;PbANKA_11_v3;1155046;1156587;-;1542;117;96;54;45;22;18;14;27;77;37;2;0;14;3;0;3;2;3
PBANKA_1130700;PbANKA_11_v3;1157144;1158142;-;999;231;85;28;102;52;22;30;42;79;30;11;0;4;13;16;20;29;2
PBANKA_1130800;PbANKA_11_v3;1159008;1161359;-;2352;778;119;108;178;50;224;122;74;101;78;6;0;14;20;4;4;5;2
PBANKA_1130900;"PbANKA_11_v3;PbANKA_11_v3";"1162413;1162797";"1162627;1165518";"-;-";2937;922;155;108;136;123;200;167;86;176;70;3;0;28;62;51;67;53;19
PBANKA_1131000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1166981;1167180;1167418;1167724;1168003";"1167036;1167283;1167598;1167824;1168106";"-;-;-;-;-";546;1242;169;79;208;125;252;196;38;83;32;11;1;42;46;43;17;35;2
PBANKA_1131100;"PbANKA_11_v3;PbANKA_11_v3";"1170824;1172013";"1171904;1172251";"+;+";1320;1324;133;284;310;281;271;253;41;184;114;13;0;0;29;12;26;39;0
PBANKA_1131200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1172766;1173370;1173699";"1173182;1173564;1173854";"-;-;-";768;74;27;7;16;21;71;54;13;16;45;0;0;2;46;26;18;33;8
PBANKA_1131300;PbANKA_11_v3;1174784;1175917;-;1134;330;89;30;112;74;81;96;36;59;71;7;0;22;12;11;0;2;0
PBANKA_1131400;PbANKA_11_v3;1176710;1178497;-;1788;491;134;6;168;212;33;53;28;110;34;4;0;37;35;16;34;36;4
PBANKA_1131500;PbANKA_11_v3;1179855;1181534;+;1680;894;25;88;246;144;74;100;28;62;43;4;2;45;41;39;24;32;2
PBANKA_1131600;PbANKA_11_v3;1183549;1186371;+;2823;4139;235;506;511;424;554;379;158;361;264;18;0;8;28;19;30;44;4
PBANKA_1131700;PbANKA_11_v3;1186604;1189192;-;2589;350;72;28;124;50;34;112;51;33;56;4;0;3;9;3;2;2;2
PBANKA_1131800;PbANKA_11_v3;1190188;1191723;+;1536;1177;145;46;68;63;132;83;65;102;28;7;0;6;0;12;8;6;0
PBANKA_1131851;PbANKA_11_v3;1192890;1192962;-;73;139;123;236;198;149;178;107;87;103;42;10;0;0;0;0;0;0;0
PBANKA_1131900;PbANKA_11_v3;1194183;1196318;+;2136;825;165;150;48;85;233;167;71;42;112;3;0;4;18;16;25;22;4
PBANKA_1132000;PbANKA_11_v3;1197389;1200823;-;3435;1414;112;159;263;242;341;151;109;261;157;4;0;2;6;10;4;7;0
PBANKA_1132100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1206848;1207109;1207286;1207485";"1206939;1207168;1207349;1207526";"+;+;+;+";258;386;22;62;26;51;18;57;14;67;26;2;0;3;23;34;21;19;8
PBANKA_1132200;PbANKA_11_v3;1208331;1209518;+;1188;323;17;18;38;52;66;24;44;16;22;0;0;4;8;6;9;22;1
PBANKA_1132300;PbANKA_11_v3;1210642;1214559;+;3918;403;134;12;12;112;166;53;37;103;34;4;1;3;6;5;7;4;3
PBANKA_1132400;PbANKA_11_v3;1215365;1218181;-;2817;1043;141;154;128;173;106;240;90;179;44;4;0;4;16;28;5;2;3
PBANKA_1132500;"PbANKA_11_v3;PbANKA_11_v3";"1219582;1220140";"1219919;1220305";"-;-";504;455;84;18;206;62;179;134;24;126;26;1;0;8;49;42;35;52;20
PBANKA_1132600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1222934;1223168;1223497;1223797;1223992;1224158;1224344";"1222981;1223341;1223647;1223866;1224046;1224202;1224409";"+;+;+;+;+;+;+";609;892;135;77;115;100;254;171;86;231;100;2;0;57;35;13;7;18;4
PBANKA_1132700;PbANKA_11_v3;1225977;1228931;+;2955;1167;180;76;260;148;272;175;93;80;80;4;0;2;3;2;0;4;0
PBANKA_1132800;"PbANKA_11_v3;PbANKA_11_v3";"1230128;1230499";"1230365;1230845";"+;+";585;208;28;0;45;4;32;25;16;17;12;2;0;0;3;0;2;1;0
PBANKA_1132900;PbANKA_11_v3;1231635;1233074;-;1440;1206;157;187;102;105;128;155;66;126;96;3;0;2;11;12;2;18;2
PBANKA_1133000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1235298;1235496;1235756;1235996;1236326;1236477;1236601";"1235319;1235651;1235910;1236144;1236375;1236516;1236625";"+;+;+;+;+;+;+";597;268;85;40;50;91;63;43;32;82;12;3;0;2;12;22;2;16;0
PBANKA_1133100;PbANKA_11_v3;1238937;1249964;+;11028;3092;402;272;276;391;655;478;209;462;288;34;0;333;58;53;6;9;0
PBANKA_1133200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1251337;1251585;1252070;1252352;1252749";"1251456;1251888;1252229;1252495;1252887";"-;-;-;-;-";867;1354;136;119;140;136;201;153;63;235;151;20;0;0;23;6;2;6;6
PBANKA_1133300;PbANKA_11_v3;1253535;1254866;-;1332;98;31;19;17;38;51;14;11;1;6;0;2;0;80;63;57;127;35
PBANKA_1133400;PbANKA_11_v3;1255919;1257250;+;1332;184;38;15;50;34;38;46;32;9;17;2;5;0;109;69;114;147;32
PBANKA_1133500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1258407;1258971;1259260;1259454;1259869;1260115;1260343";"1258819;1259033;1259344;1259755;1259994;1260186;1260964";"+;+;+;+;+;+;+";1683;893;203;102;107;93;161;182;88;145;83;11;0;0;10;15;8;28;6
PBANKA_1133600;PbANKA_11_v3;1261883;1262248;+;366;36;24;1;41;14;12;58;8;59;0;0;0;0;0;0;0;0;0
PBANKA_1133700;PbANKA_11_v3;1263353;1266457;+;3105;1513;168;264;234;236;184;309;59;195;64;12;1;13;76;63;62;91;10
PBANKA_1133800;PbANKA_11_v3;1267773;1270376;+;2604;2994;385;318;490;396;585;359;185;395;198;13;0;6;6;4;22;4;2
PBANKA_1133900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1271110;1271430;1271614;1271802";"1271288;1271483;1271678;1271857";"+;+;+;+";354;258;85;9;40;32;64;40;40;35;7;6;0;0;2;1;0;0;0
PBANKA_1134000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1272619;1272915;1273167;1273385";"1272777;1273004;1273243;1276808";"-;-;-;-";3750;1443;337;202;217;304;400;157;91;256;158;18;0;8;30;34;35;58;9
PBANKA_1134100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1277972;1278660;1278921";"1277987;1278790;1280363";"+;+;+";1590;2620;391;330;224;240;290;219;144;229;120;15;1;12;195;106;138;223;33
PBANKA_1134200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1281534;1281754;1281982;1282206;1282393;1282992";"1281552;1281893;1282056;1282271;1282825;1283041";"+;+;+;+;+;+";783;1100;178;103;112;163;117;212;74;144;54;6;0;11;18;14;13;19;10
PBANKA_1134300;"PbANKA_11_v3;PbANKA_11_v3";"1283554;1289813";"1289627;1290029";"-;-";6291;1315;302;96;308;260;301;301;155;294;145;13;0;2;17;18;9;25;4
PBANKA_1134400;PbANKA_11_v3;1290974;1293205;-;2232;750;112;74;58;100;153;99;16;62;85;10;0;6;86;63;94;180;41
PBANKA_1134500;"PbANKA_11_v3;PbANKA_11_v3";"1294277;1298585";"1298468;1298850";"+;+";4458;468;108;43;58;100;340;146;86;201;88;7;0;2;11;10;2;18;2
PBANKA_1134600;PbANKA_11_v3;1299621;1300622;-;1002;316;40;32;8;45;10;24;26;15;44;5;0;3;4;6;2;8;0
PBANKA_1134700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1301908;1302283;1302617";"1302005;1302391;1302820";"+;+;+";411;379;53;51;74;98;211;54;63;120;20;4;0;15;53;45;27;33;9
PBANKA_1134800;PbANKA_11_v3;1303460;1305175;+;1716;1430;156;101;158;225;117;149;74;148;92;2;0;10;19;13;10;12;2
PBANKA_1134900;PbANKA_11_v3;1306967;1309579;+;2613;1668;175;212;211;156;317;129;128;176;64;12;1;84;38;15;9;27;2
PBANKA_1135000;PbANKA_11_v3;1310796;1311257;-;462;220;49;0;0;26;55;62;20;52;9;0;2;2;49;26;15;24;5
PBANKA_1135100;PbANKA_11_v3;1315094;1315549;+;456;645;248;135;119;95;174;66;101;116;63;4;3;17;283;193;278;300;100
PBANKA_1135200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1316029;1316207;1316380;1316631;1316930;1317132;1317333;1317535;1317685;1317909;1318086;1318313;1318495;1318640;1318828";"1316078;1316282;1316420;1316785;1317042;1317212;1317395;1317580;1317770;1318000;1318213;1318372;1318535;1318696;1318842";"-;-;-;-;-;-;-;-;-;-;-;-;-;-;-";1104;1425;294;153;147;202;246;132;104;306;130;4;0;21;49;55;18;55;14
PBANKA_1135300;PbANKA_11_v3;1319663;1328824;-;9162;1945;306;229;382;278;388;475;217;359;226;24;2;8;44;64;69;98;12
PBANKA_1135400;PbANKA_11_v3;1330430;1332550;-;2121;947;216;66;224;124;189;161;108;119;94;6;0;4;13;19;8;14;2
