id	new_id	description	old_id	gene_name	transcript_length
2521	PBANKA_1016400	major facilitator superfamily domain-containing protein, putative	PBANKA_101640	MFS5	2091
2522	PBANKA_1016500	WW domain-binding protein 11, putative	PBANKA_101650	WBP11	1782
2523	PBANKA_1016600	conserved Plasmodium protein, unknown function	PBANKA_101660		1239
2524	PBANKA_1016700	leucine-rich repeat protein	PBANKA_101670		840
2525	PBANKA_1016800	exosome complex component RRP41, putative	PBANKA_101680	RRP41	741
2526	PBANKA_1016900	conserved Plasmodium protein, unknown function	PBANKA_101690		192
2527	PBANKA_1017000	CorA-like Mg2+ transporter protein, putative	PBANKA_101700	MIT3	1437
2528	PBANKA_1017100	DNA mismatch repair protein MSH2, putative	PBANKA_101710	MSH2-1	2436
2529	PBANKA_1017200	conserved Plasmodium protein, unknown function	PBANKA_101720		1581
2530	PBANKA_1017300	conserved Plasmodium protein, unknown function	PBANKA_101730		4392
2531	PBANKA_1017400	selenoprotein, putative	PBANKA_101740	Sel4	405
2532	PBANKA_1017500	lipase, putative	PBANKA_101750	UIS28	3156
2533	PBANKA_1017600	conserved Plasmodium protein, unknown function	PBANKA_101760		3297
2534	PBANKA_1017700	cytochrome b-c1 complex subunit 6, putative	PBANKA_101770	QCR6	267
2535	PBANKA_1017800	conserved Plasmodium protein, unknown function	PBANKA_101780		5478
2536	PBANKA_1017900	phosphoenolpyruvate carboxylase	PBANKA_101790	PEPC	3363
2537	PBANKA_1018000	conserved Plasmodium protein, unknown function	PBANKA_101800		4164
2538	PBANKA_1018100	ABC transporter G family member 2	PBANKA_101810	ABCG2	1971
2539	PBANKA_1018200	MORN repeat protein, putative	PBANKA_101820		447
2540	PBANKA_1018300	dynein intermediate chain, putative	PBANKA_101830		1779
2541	PBANKA_1018400	protein arginine N-methyltransferase 1, putative	PBANKA_101840	PRMT1	1182
2542	PBANKA_1018500	transcription factor BTF3, putative	PBANKA_101850	BTF3	525
2543	PBANKA_1018600	60S ribosomal protein L21, putative	PBANKA_101860	RPL21	486
2544	PBANKA_1018700	conserved Plasmodium protein, unknown function	PBANKA_101870		1095
2545	PBANKA_1018800	conserved Plasmodium protein, unknown function	PBANKA_101880		2232
2546	PBANKA_1018900	conserved Plasmodium protein, unknown function	PBANKA_101890		1113
2547	PBANKA_1019000	conserved Plasmodium protein, unknown function	PBANKA_101900		507
2548	PBANKA_1019100	DEAD/DEAH box helicase, putative	PBANKA_101910		2982
2549	PBANKA_1019200	conserved Plasmodium protein, unknown function	PBANKA_101920		891
2550	PBANKA_1019300	enoyl-CoA hydratase, putative	PBANKA_101930		1245
2551	PBANKA_1019310	small nucleolar RNA snoR31	PBANKA_101931		144
2552	PBANKA_1019320	Plasmodium RNA of unknown function RUF4	PBANKA_101932		269
2553	PBANKA_1019330	small nucleolar RNA snoR30	PBANKA_101933		87
2554	PBANKA_1019360	small nucleolar RNA snoR29	PBANKA_101936		99
2555	PBANKA_1019370	small nucleolar RNA snoR28	PBANKA_101937		77
2556	PBANKA_1019380	small nucleolar RNA snoR27	PBANKA_101938		105
2557	PBANKA_1019400	60S ribosomal protein L7-3, putative	PBANKA_101940		855
2558	PBANKA_1019500	60S ribosomal protein L5, putative	PBANKA_101950		882
2559	PBANKA_1019520	small nucleolar RNA snoR26	PBANKA_101952		150
2560	PBANKA_1019540	small nucleolar RNA snoR25	PBANKA_101954		74
2561	PBANKA_1019560	small nucleolar RNA snoR24	PBANKA_101956		75
2562	PBANKA_1019580	small nucleolar RNA snoR23	PBANKA_101958		93
2563	PBANKA_1019600	vacuolar protein sorting-associated protein 3, putative	PBANKA_101960	VPS3	4083
2564	PBANKA_1019700	conserved Plasmodium protein, unknown function	PBANKA_101970		3531
2565	PBANKA_1019800	calcium-dependent protein kinase, putative	PBANKA_101980		855
2566	PBANKA_1019900	conserved Plasmodium protein, unknown function	PBANKA_101990		3678
2567	PBANKA_1020000	conserved Plasmodium protein, unknown function	PBANKA_102000		4023
2568	PBANKA_1020100	serine/threonine protein phosphatase 7	PBANKA_102010	PP7	2865
2569	PBANKA_1020200	peptidyl-prolyl cis-trans isomerase, putative	PBANKA_102020	CYP52	1278
2570	PBANKA_1020300	ankyrin-repeat protein, putative	PBANKA_102030		1806
2571	PBANKA_1020400	nucleolar GTP-binding protein 2, putative	PBANKA_102040	NOG2	1515
2572	PBANKA_1020500	14-3-3 protein, putative	PBANKA_102050		1629
2573	PBANKA_1020600	actin-related protein ARP4, putative	PBANKA_102060	ARP4	1458
2574	PBANKA_1020700	conserved Plasmodium protein, unknown function	PBANKA_102070		2922
2575	PBANKA_1020800	conserved Plasmodium protein, unknown function	PBANKA_102080		1419
2576	PBANKA_1020900	ERAD-associated E3 ubiquitin-protein ligase HRD1, putative	PBANKA_102090	HRD1	1521
2577	PBANKA_1021000	nucleolar RNA-associated protein, putative	PBANKA_102100		4092
2578	PBANKA_1021100	DnaJ protein, putative	PBANKA_102110		966
2579	PBANKA_1021200	conserved Plasmodium protein, unknown function	PBANKA_102120		939
2580	PBANKA_1021300	ribosomal protein L21, mitochondrial, putative	PBANKA_102130		1074
2581	PBANKA_1021400	cytochrome c oxidase assembly protein COX14, putative	PBANKA_102140	COX14	282
2582	PBANKA_1021500	copper transporter, putative	PBANKA_102150	CTR2	498
2583	PBANKA_1021600	conserved Plasmodium protein, unknown function	PBANKA_102160		1377
2584	PBANKA_1021700	conserved Plasmodium protein, unknown function	PBANKA_102170		2076
2585	PBANKA_1021800	mitochondrial import inner membrane translocase subunit TIM8, putative	PBANKA_102180	TIM8	303
2586	PBANKA_1021900	DNA-directed RNA polymerase III subunit RPC6, putative	PBANKA_102190	RPC34	864
2587	PBANKA_1022000	40S ribosomal protein S25, putative	PBANKA_102200		318
2588	PBANKA_1022100	conserved Plasmodium protein, unknown function	PBANKA_102210		2757
2589	PBANKA_1022200	DIX domain-containing protein, putative	PBANKA_102220	DIX	525
2590	PBANKA_1022300	mannose-1-phosphate guanyltransferase, putative	PBANKA_102230		1245
2591	PBANKA_1022400	dynein light chain, putative	PBANKA_102240		777
2592	PBANKA_1022500	surface protein P113	PBANKA_102250	P113	2457
2593	PBANKA_1022600	pantothenate kinase 1, putative	PBANKA_102260	PANK1	1656
2594	PBANKA_1022700	protein GPR89, putative	PBANKA_102270		2739
2595	PBANKA_1022800	glycine--tRNA ligase, putative	PBANKA_102280	GlyRS	2439
2596	PBANKA_1022900	DNL-type zinc finger protein, putative	PBANKA_102290	HEP1	735
2597	PBANKA_1023000	myosin-specific chaperone UNC, putative	PBANKA_102300	UNC	3462
2598	PBANKA_1023100	conserved Plasmodium protein, unknown function	PBANKA_102310		4572
2599	PBANKA_1023200	splicing factor 3B subunit 4, putative	PBANKA_102320	SF3B4	1275
2600	PBANKA_1023300	YTH domain-containing protein 1, putative	PBANKA_102330	YTH1	1755
2601	PBANKA_1023400	glutathione reductase, putative	PBANKA_102340	GR	1494
2602	PBANKA_1023500	eukaryotic translation initiation factor 3 subunit H, putative	PBANKA_102350	EIF3H	1413
2603	PBANKA_1023600	conserved Plasmodium protein, unknown function	PBANKA_102360		1383
2604	PBANKA_1023700	conserved Plasmodium protein, unknown function	PBANKA_102370		651
2605	PBANKA_1023800	conserved Plasmodium protein, unknown function	PBANKA_102380		5709
2606	PBANKA_1023900	glutathione S-transferase, putative	PBANKA_102390	GST	618
2607	PBANKA_1024000	thioredoxin-like protein, putative	PBANKA_102400	ATrx1	1887
2608	PBANKA_1024100	ATP-dependent RNA helicase DDX55, putative	PBANKA_102410	DDX55	3024
2609	PBANKA_1024200	conserved Plasmodium protein, unknown function	PBANKA_102420		3369
2610	PBANKA_1024300	ATP-dependent RNA helicase DBP4, putative	PBANKA_102430	DBP4	2610
2611	PBANKA_1024311	signal recognition particle RNA	NA		308
2612	PBANKA_1024331	5S ribosomal RNA	NA		119
2613	PBANKA_1024341	5S ribosomal RNA	NA		119
2614	PBANKA_1024351	5S ribosomal RNA	NA		119
2615	PBANKA_1024371	tRNA Proline	NA		72
2616	PBANKA_1024400	calmodulin, putative	PBANKA_102440		411
2617	PBANKA_1024500	conserved Plasmodium protein, unknown function	PBANKA_102450		477
2618	PBANKA_1024600	liver specific protein 1	PBANKA_102460	LISP1	9765
2619	PBANKA_1024700	ubiquitin fusion degradation protein 1, putative	PBANKA_102470	UFD1	837
2620	PBANKA_1024800	ATP synthase-associated protein, putative	PBANKA_102480		435
2621	PBANKA_1024900	DNA replication licensing factor MCM2, putative	PBANKA_102490	MCM2	2916
2622	PBANKA_1025000	conserved protein, unknown function	PBANKA_102500		645
2623	PBANKA_1025100	ookinete surface and oocyst capsule protein OSCP	PBANKA_102510		12711
2624	PBANKA_1025200	H/ACA ribonucleoprotein complex subunit 4, putative	PBANKA_102520	CBF5	1371
2625	PBANKA_1025300	rap guanine nucleotide exchange factor, putative	PBANKA_102530	EPAC	9411
2626	PBANKA_1025400	cysteine protease ATG4, putative	PBANKA_102540	ATG4	3012
2627	PBANKA_1025500	NOT family protein, putative	PBANKA_102550		12510
2628	PBANKA_1025600	conserved Plasmodium protein, unknown function	PBANKA_102560		885
2629	PBANKA_1025700	inner membrane complex protein 1l, putative	PBANKA_102570	IMC1l	1155
3460	PBANKA_1217000	peptidase, putative	PBANKA_121700		2616
2630	PBANKA_1025800	prefoldin subunit 2, putative	PBANKA_102580		387
2631	PBANKA_1025900	lysine--tRNA ligase, putative	PBANKA_102590	KRS2	1935
2632	PBANKA_1026000	conserved protein, unknown function	PBANKA_102600		432
2633	PBANKA_1026100	conserved Plasmodium protein, unknown function	PBANKA_102610		8295
2634	PBANKA_1026200	NADP-specific glutamate dehydrogenase, putative	PBANKA_102620	GDH1	1413
2635	PBANKA_1026300	conserved protein, unknown function	PBANKA_102630		1950
2636	PBANKA_1026400	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative	PBANKA_102640		1179
2637	PBANKA_1026500	metacaspase-3, putative	PBANKA_102650	MCA3	5661
2638	PBANKA_1026600	protein SEY1, putative	PBANKA_102660	SEY1	2742
2639	PBANKA_1026700	conserved Plasmodium protein, unknown function	PBANKA_102670		669
2640	PBANKA_1026800	zinc finger protein, putative	PBANKA_102680		429
2641	PBANKA_1026900	ribosomal RNA small subunit methyltransferase A1, putative	PBANKA_102690	KsgA1	1266
2642	PBANKA_1027000	serine palmitoyltransferase, putative	PBANKA_102700	SPT	1710
2643	PBANKA_1027100	conserved Plasmodium protein, unknown function	PBANKA_102710		3171
2644	PBANKA_1027200	conserved Plasmodium protein, unknown function	PBANKA_102720		3333
2645	PBANKA_1027300	Btz domain-containing protein, putative	PBANKA_102730		3792
2646	PBANKA_1027400	RNA-binding protein Nova-1, putative	PBANKA_102740		1014
2647	PBANKA_1027500	DNA-directed RNA polymerases I and III subunit RPAC2, putative	PBANKA_102750		291
2648	PBANKA_1027600	conserved protein, unknown function	PBANKA_102760		1692
2649	PBANKA_1027700	uracil-DNA glycosylase, putative	PBANKA_102770	UDG	975
2650	PBANKA_1027800	ATP-dependent protease, putative	PBANKA_102780		3312
2651	PBANKA_1027900	small nuclear ribonucleoprotein-associated protein B, putative	PBANKA_102790	SMB1	585
2652	PBANKA_1028000	ubiquitin carboxyl-terminal hydrolase, putative	PBANKA_102800		3681
2653	PBANKA_1028100	mRNA-capping enzyme subunit alpha, putative	PBANKA_102810		1386
2654	PBANKA_1028200	atypical protein kinase, ABC-1 family, putative	PBANKA_102820		6360
2655	PBANKA_1028300	serine/threonine protein phosphatase PP1	PBANKA_102830	PP1	915
2656	PBANKA_1028400	60S ribosomal protein L10, putative	PBANKA_102840		660
2657	PBANKA_1028500	conserved Plasmodium protein, unknown function	PBANKA_102850		927
2658	PBANKA_1028600	zinc finger protein, putative	PBANKA_102860		2037
2659	PBANKA_1028700	26S proteasome regulatory subunit RPN13, putative	PBANKA_102870	RPN13	759
2660	PBANKA_1028800	DnaJ protein, putative	PBANKA_102880		1146
2661	PBANKA_1028900	diphthamide biosynthesis protein 1, putative	PBANKA_102890	DPH1	1431
2662	PBANKA_1029000	conserved Plasmodium protein, unknown function	PBANKA_102900		3282
2663	PBANKA_1029100	conserved Plasmodium protein, unknown function	PBANKA_102910		543
2664	PBANKA_1029200	iron-sulfur cluster assembly protein SufC	PBANKA_102920	SufC	1098
2665	PBANKA_1029300	30S ribosomal protein S9, putative	PBANKA_102930		1794
2666	PBANKA_1029400	conserved Plasmodium protein, unknown function	PBANKA_102940		1029
2667	PBANKA_1029400	conserved Plasmodium protein, unknown function	PBANKA_102940		222
2668	PBANKA_1029500	conserved Plasmodium protein, unknown function	PBANKA_102950		1512
2669	PBANKA_1029600	conserved Plasmodium protein, unknown function	PBANKA_102960		1131
2670	PBANKA_1029700	ubiquitin-conjugating enzyme E2, putative	PBANKA_102970		921
2671	PBANKA_1029800	glycylpeptide N-tetradecanoyltransferase, putative	PBANKA_102980	NMT	1236
2672	PBANKA_1029900	AAA family ATPase, putative	PBANKA_102990		3126
2673	PBANKA_1030000	deoxyhypusine synthase	PBANKA_103000	DHS	1287
2674	PBANKA_1030100	actin II	PBANKA_103010	ACT2	1131
2675	PBANKA_1030200	conserved Plasmodium protein, unknown function	PBANKA_103020		8352
2676	PBANKA_1030300	nuclear transport factor 2, putative	PBANKA_103030	NTF2	378
2677	PBANKA_1030400	conserved Plasmodium protein, unknown function	PBANKA_103040		2325
2678	PBANKA_1030500	mini-chromosome maintenance complex-binding protein, putative	PBANKA_103050	MCMBP	2739
2679	PBANKA_1030600	p1/s1 nuclease, putative	PBANKA_103060		987
2680	PBANKA_1030700	conserved Plasmodium protein, unknown function	PBANKA_103070		1446
2681	PBANKA_1030800	methyltransferase, putative	PBANKA_103080		1662
2682	PBANKA_1030900	GTP-binding protein Obg1, putative	PBANKA_103090	Obg1	1662
2683	PBANKA_1031000	conserved Plasmodium protein, unknown function	PBANKA_103100		2850
2684	PBANKA_1031100	plastid replication-repair enzyme, putative	PBANKA_103110	PREX	5430
2685	PBANKA_1031200	DnaJ protein, putative	PBANKA_103120		1710
2686	PBANKA_1031300	rhomboid protease ROM8	PBANKA_103130	ROM8	1911
2687	PBANKA_1031400	conserved Plasmodium protein, unknown function	PBANKA_103140		1122
2688	PBANKA_1031500	conserved Plasmodium protein, unknown function	PBANKA_103150		6276
2689	PBANKA_1031600	ribosome maturation protein SBDS, putative	PBANKA_103160		1854
2690	PBANKA_1031700	ankyrin-repeat protein, putative	PBANKA_103170		519
2691	PBANKA_1031800	conserved protein, unknown function	PBANKA_103180		1026
2692	PBANKA_1031900	eukaryotic translation initiation factor 2 subunit gamma, putative	PBANKA_103190	eIF2gamma	1398
2693	PBANKA_1032000	conserved Plasmodium protein, unknown function	PBANKA_103200		387
2694	PBANKA_1032100	rhoptry-associated protein 1	PBANKA_103210	RAP1	1815
2695	PBANKA_1032200	WD repeat-containing protein, putative	PBANKA_103220		11391
2696	PBANKA_1032300	CTP synthase, putative	PBANKA_103230	CTPS	2271
2697	PBANKA_1032400	alpha/beta hydrolase, putative	PBANKA_103240		936
2698	PBANKA_1032500	ER membrane protein complex subunit 2, putative	PBANKA_103250	EMC2	891
2699	PBANKA_1032600	cytidine diphosphate-diacylglycerol synthase, putative	PBANKA_103260	CDS	1704
2700	PBANKA_1032700	CUGBP Elav-like family member 2, putative	PBANKA_103270	CELF2	1524
2701	PBANKA_1032800	conserved protein, unknown function	PBANKA_103280		2370
2702	PBANKA_1032900	histidine phosphatase, putative	PBANKA_103290		1527
2703	PBANKA_1033000	conserved Plasmodium protein, unknown function	PBANKA_103300		3024
2704	PBANKA_1033100	conserved protein, unknown function	PBANKA_103310		789
2705	PBANKA_1033200	DNA damage-inducible protein 1, putative	PBANKA_103320	DDI1	1158
2706	PBANKA_1033300	conserved Plasmodium protein, unknown function	PBANKA_103330		582
2707	PBANKA_1033400	aldo-keto reductase, putative	PBANKA_103340		3285
2708	PBANKA_1033500	WD repeat-containing protein, putative	PBANKA_103350		1599
2709	PBANKA_1033600	tRNA-dihydrouridine synthase, putative	PBANKA_103360		1017
2710	PBANKA_1033700	conserved Plasmodium protein, unknown function	PBANKA_103370		924
2711	PBANKA_1033800	conserved protein, unknown function	PBANKA_103380		19566
2712	PBANKA_1033900	40S ribosomal protein S8e, putative	PBANKA_103390		657
2713	PBANKA_1034000	conserved Plasmodium protein, unknown function	PBANKA_103400		558
2714	PBANKA_1034100	FANCJ-like helicase, putative	PBANKA_103410	FANCJ	3210
2715	PBANKA_1034200	conserved Plasmodium protein, unknown function	PBANKA_103420		276
2716	PBANKA_1034300	AP2 domain transcription factor AP2-G2	PBANKA_103430	AP2-G2	4140
2717	PBANKA_1034400	plasmepsin IV	PBANKA_103440	PM4	1353
2718	PBANKA_1034500	conserved protein, unknown function	PBANKA_103450		1218
2719	PBANKA_1034600	conserved Plasmodium protein, unknown function	PBANKA_103460		5958
2720	PBANKA_1034700	multifunctional methyltransferase subunit TRM112, putative	PBANKA_103470	TRM112	378
2721	PBANKA_1034800	conserved Plasmodium protein, unknown function	PBANKA_103480		576
2722	PBANKA_1034900	pre-mRNA-splicing factor 38B, putative	PBANKA_103490	PRP38B	1965
2723	PBANKA_1035000	conserved Plasmodium protein, unknown function	PBANKA_103500		864
2724	PBANKA_1035100	rRNA 2'-O-methyltransferase fibrillarin, putative	PBANKA_103510	NOP1	939
2725	PBANKA_1035200	LCCL domain-containing protein	PBANKA_103520	CCp3	3915
2726	PBANKA_1035300	radical SAM protein, putative	PBANKA_103530	RlmN	1086
2727	PBANKA_1035400	glideosome associated protein with multiple membrane spans 3, putative	PBANKA_103540	GAPM3	852
2728	PBANKA_1035500	vacuolar protein sorting-associated protein 29, putative	PBANKA_103550	VPS29	576
2729	PBANKA_1035600	ATP-dependent Clp protease regulatory subunit ClpC, putative	PBANKA_103560	ClpC	3387
2730	PBANKA_1035700	WD repeat-containing protein 65, putative	PBANKA_103570	WDR65	4323
2731	PBANKA_1035800	pentatricopeptide repeat-containing protein 1, putative	PBANKA_103580	PPR1	1728
2732	PBANKA_1035900	glycerophosphodiester phosphodiesterase, putative	PBANKA_103590	GDPD	1380
2733	PBANKA_1036000	transcription elongation factor SPT6, putative	PBANKA_103600	SPT6	7314
2734	PBANKA_1036100	tubby domain-containing protein, putative	PBANKA_103610		3399
2735	PBANKA_1036200	RNA-binding protein 8A, putative	PBANKA_103620	RBM8A	324
2736	PBANKA_1036300	RNA-binding protein, putative	PBANKA_103630		2886
2737	PBANKA_1036400	ribosome biogenesis protein BOP1, putative	PBANKA_103640	BOP1	2616
2738	PBANKA_1036500	RING zinc finger protein, putative	PBANKA_103650		1656
2739	PBANKA_1036600	ribonucleoside-diphosphate reductase small chain, putative	PBANKA_103660		1050
2740	PBANKA_1036700	COBW domain-containing protein 1, putative	PBANKA_103670	CBWD1	1737
2741	PBANKA_1036800	DNA mismatch repair protein, putative	PBANKA_103680	MutS	4314
2742	PBANKA_1036900	conserved Plasmodium protein, unknown function	PBANKA_103690		2778
2743	PBANKA_1037000	trafficking protein particle complex subunit 1, putative	PBANKA_103700	BET5	597
2744	PBANKA_1037100	GTPase-activating protein, putative	PBANKA_103710		2841
2745	PBANKA_1037200	conserved Plasmodium protein, unknown function	PBANKA_103720		2202
2746	PBANKA_1037300	conserved Plasmodium protein, unknown function	PBANKA_103730		879
2747	PBANKA_1037400	cysteine-rich small secreted protein CSS, putative	PBANKA_103740		927
2748	PBANKA_1037500	adenylyl cyclase alpha	PBANKA_103750	ACalpha	2679
2749	PBANKA_1037600	rRNA biogenesis protein RRP5, putative	PBANKA_103760	RRP5	1299
2750	PBANKA_1037700	ribosomal protein L16, mitochondrial, putative	PBANKA_103770		552
2751	PBANKA_1037800	secreted ookinete adhesive protein	PBANKA_103780	SOAP	501
2752	PBANKA_1037900	conserved Plasmodium protein, unknown function	PBANKA_103790		468
2753	PBANKA_1038000	cytochrome c, putative	PBANKA_103800		351
2754	PBANKA_1038100	DNA-directed RNA polymerase II subunit RPB4, putative	PBANKA_103810		504
2755	PBANKA_1038200	nuclear formin-like protein MISFIT	PBANKA_103820	MISFIT	4785
2756	PBANKA_1038300	translocation associated membrane protein, putative	PBANKA_103830	TRAM	1086
2757	PBANKA_1038400	selenoprotein, putative	PBANKA_103840	Sel1	342
2758	PBANKA_1038500	dynein light chain, putative	PBANKA_103850		813
2759	PBANKA_1038600	conserved Plasmodium protein, unknown function	PBANKA_103860		1944
2760	PBANKA_1038700	tetratricopeptide repeat protein, putative	PBANKA_103870		4062
2761	PBANKA_1038800	EGF domain-containing protein, putative	PBANKA_103880		633
2762	PBANKA_1038900	condensin complex subunit 1, putative	PBANKA_103890	CAPD2	5385
2763	PBANKA_1039000	radial spoke protein 3, putative	PBANKA_103900		1302
2764	PBANKA_1039100	conserved Plasmodium protein, unknown function	PBANKA_103910		2355
2765	PBANKA_1039200	conserved Plasmodium protein, unknown function	PBANKA_103920		1149
2766	PBANKA_1039300	U2 snRNP-associated SURP motif-containing protein, putative	PBANKA_103930	SR140	1983
2767	PBANKA_1039400	ribosomal protein S27a, putative	PBANKA_103940		450
2768	PBANKA_1039450	small nucleolar RNA snoR22	PBANKA_103945		82
2769	PBANKA_1039500	zinc finger protein, putative	PBANKA_103950		1596
2770	PBANKA_1039600	26S proteasome regulatory subunit RPN6, putative	PBANKA_103960	RPN6	1869
2771	PBANKA_1039700	cytochrome c oxidase subunit ApiCOX19, putative	PBANKA_103970		564
2772	PBANKA_1039800	pseudouridine synthase, putative	PBANKA_103980		2415
2773	PBANKA_1039900	conserved Plasmodium protein, unknown function	PBANKA_103990		1506
2774	PBANKA_1040000	conserved protein, unknown function	PBANKA_104000		1317
2775	PBANKA_1040100	choline kinase	PBANKA_104010	CK	1326
2776	PBANKA_1040151	fam-a protein, pseudogene	NA		792
2777	PBANKA_1040200	PIR protein	PBANKA_104020		867
2778	PBANKA_1040300	fam-b protein	PBANKA_104030		717
2779	PBANKA_1040400	PIR protein	PBANKA_104040		975
2780	PBANKA_1040500	PIR protein, pseudogene	PBANKA_104050		801
2781	PBANKA_1040521	fam-b protein	PBANKA_083710;PBANKA_000360		744
2782	PBANKA_1040541	PIR protein	PBANKA_083700		930
2783	PBANKA_1040561	PIR protein	PBANKA_090030		1755
2784	PBANKA_1040581	PIR protein	PBANKA_050040		2442
2785	PBANKA_1040601	fam-c protein, pseudogene	NA		360
2786	PBANKA_1040621	fam-b protein	NA		732
2787	PBANKA_1100011	PIR protein, pseudogene	NA		693
2788	PBANKA_1100021	PIR protein, pseudogene	NA		693
2789	PBANKA_1100031	PIR protein, pseudogene	NA		693
2790	PBANKA_1100041	PIR protein, pseudogene	NA		693
2791	PBANKA_1100051	PIR protein, pseudogene	NA		693
2792	PBANKA_1100061	PIR protein, pseudogene	NA		693
2793	PBANKA_1100071	PIR protein, pseudogene	NA		693
2794	PBANKA_1100100	PIR protein, pseudogene	PBANKA_110010		693
2795	PBANKA_1100200	PIR protein, pseudogene	PBANKA_110020		693
2796	PBANKA_1100300	PIR protein, pseudogene	PBANKA_110030		957
2797	PBANKA_1100351	PIR protein	NA		945
2798	PBANKA_1100400	PIR protein	PBANKA_110040;PBANKA_000290		993
2799	PBANKA_1100441	fam-b protein	PBANKA_120020		744
2800	PBANKA_1100461	PIR protein	NA		867
2801	PBANKA_1100500	fam-b protein	PBANKA_110050		717
2802	PBANKA_1100600	PIR protein, pseudogene	PBANKA_110060		645
2803	PBANKA_1100700	fam-a protein	PBANKA_110070		891
2804	PBANKA_1100750	fam-a protein	PBANKA_110075		786
2805	PBANKA_1100781	PIR protein	PBANKA_124680		927
2806	PBANKA_1100821	fam-a protein, pseudogene	NA		462
2807	PBANKA_1100850	PIR protein, pseudogene	PBANKA_110085		669
2808	PBANKA_1100860	fam-c protein	PBANKA_110086		291
2809	PBANKA_1100900	fam-a protein	PBANKA_110090		1830
2810	PBANKA_1101000	fam-a protein	PBANKA_110100		873
2811	PBANKA_1101100	Plasmodium exported protein, unknown function	PBANKA_110110		1251
2812	PBANKA_1101200	Plasmodium exported protein, unknown function	PBANKA_110120		1086
2813	PBANKA_1101300	skeleton-binding protein 1	PBANKA_110130	SBP1	2289
2814	PBANKA_1101400	rhoptry-associated protein 2/3	PBANKA_110140	RAP2/3	1167
2815	PBANKA_1101500	anaphase-promoting complex subunit 3	PBANKA_110150	APC3	2043
2816	PBANKA_1101600	chromatin assembly factor 1 subunit A, putative	PBANKA_110160	CAF1A	2754
2817	PBANKA_1101700	conserved protein, unknown function	PBANKA_110170		1146
2818	PBANKA_1101800	vacuolar protein sorting-associated protein 11, putative	PBANKA_110180	VPS11	3291
2819	PBANKA_1101900	HCNGP-like protein, putative	PBANKA_110190		798
2820	PBANKA_1102000	protein Mpv17, putative	PBANKA_110200	MPV17	1515
2821	PBANKA_1102100	conserved Plasmodium protein, unknown function	PBANKA_110210		816
2822	PBANKA_1102200	merozoite surface protein 8	PBANKA_110220	MSP8	1230
2823	PBANKA_1102300	conserved Plasmodium protein, unknown function	PBANKA_110230		2496
2824	PBANKA_1102400	conserved protein, unknown function	PBANKA_110240		1044
2825	PBANKA_1102500	DnaJ protein, putative	PBANKA_110250		453
2826	PBANKA_1102600	Tim10/DDP family zinc finger protein, putative	PBANKA_110260		249
2827	PBANKA_1102700	50S ribosomal protein L28, apicoplast, putative	PBANKA_110270		771
2828	PBANKA_1102800	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative	PBANKA_110280	IspE	1545
2829	PBANKA_1102900	cell division control protein 6, putative	PBANKA_110290	CDC6	2610
2830	PBANKA_1103000	serine/arginine-rich splicing factor 12, putative	PBANKA_110300	SRSF12	954
2831	PBANKA_1103100	actin-depolymerizing factor 1	PBANKA_110310	ADF1	369
2832	PBANKA_1103200	protein kinase, putative	PBANKA_110320		2169
2833	PBANKA_1103300	myosin B	PBANKA_110330	MyoB	2409
2834	PBANKA_1103400	60S ribosomal protein L31, putative	PBANKA_110340	RPL31	360
2835	PBANKA_1103500	conserved Plasmodium protein, unknown function	PBANKA_110350		1755
2836	PBANKA_1103600	cation transporting P-ATPase, putative	PBANKA_110360	ATPase3	5646
2837	PBANKA_1103700	AN1-type zinc finger protein, putative	PBANKA_110370		513
2838	PBANKA_1103800	ATP-dependent RNA helicase DDX27, putative	PBANKA_110380	DDX27	1488
2839	PBANKA_1103900	conserved Plasmodium protein, unknown function	PBANKA_110390		678
2840	PBANKA_1104000	ATP-dependent helicase, putative	PBANKA_110400		2124
4283	PBANKA_1349000	MSP7-like protein	PBANKA_134900	MSRP2	1026
2841	PBANKA_1104100	MOLO1 domain-containing protein, putative	PBANKA_110410	TPM2	828
2842	PBANKA_1104200	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative	PBANKA_110420	BCKDHB	1119
2843	PBANKA_1104300	centrosomal protein CEP120, putative	PBANKA_110430	CEP120	1341
2844	PBANKA_1104400	conserved Plasmodium protein, unknown function	PBANKA_110440		13431
2845	PBANKA_1104500	transmembrane protein TMEM222, putative	PBANKA_110450		537
2846	PBANKA_1104600	MMS19-like protein, putative	PBANKA_110460		6810
2847	PBANKA_1104700	trafficking protein particle complex subunit 8, putative	PBANKA_110470	TRS85	6678
2848	PBANKA_1104800	actin-like protein, putative	PBANKA_110480	ALP2b	1671
2849	PBANKA_1104900	UDP-N-acetylglucosamine transporter, putative	PBANKA_110490		1647
2850	PBANKA_1105000	conserved protein, unknown function	PBANKA_110500		2112
2851	PBANKA_1105100	DNA mismatch repair protein MSH6, putative	PBANKA_110510	MSH6	3699
2852	PBANKA_1105200	BCNT domain-containing protein, putative	PBANKA_110520		813
2853	PBANKA_1105300	conserved Plasmodium protein, unknown function	PBANKA_110530		1368
2854	PBANKA_1105400	small ubiquitin-related modifier, putative	PBANKA_110540	SUMO	300
