	pbanka_id	GCKO2_RGR	GCKO2_sd	GCKO2_var	GCKO2_diff_max	GCKO2_diff_min	GCKO2_pheno	GCKO2_relative_filter	GCKO2_feed	g145480_RGR	g145480_sd	g145480_var	g145480_diff_max	g145480_diff_min	g145480_pheno	g145480_relative_filter	g145480_feed	pool	Gene IDs	gene_product	gene_symbol
476	PBANKA_1012100	0.050595861	0.192644504	0.037111905	0.43588487	-0.334693148	No Power	applied	Both feed noisy	-0.453774015	0.435364079	0.189541881	0.416954142	-1.324502172	No Power	Not applied	Mf2	pool4	PBANKA_1012100_pool4	"HP12 protein homolog, putative"	NA
477	PBANKA_0413000	0.599984087	0.146255908	0.021390791	0.892495903	0.307472272	Not Reduced	Not applied	Mf1 and Mf2	-0.453750448	0.235863148	0.055631425	0.017975849	-0.925476745	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_0413000_pool1	"conserved Plasmodium protein, unknown function"	NA
478	PBANKA_0105200	-0.528517803	0.096894818	0.009388606	-0.334728167	-0.72230744	Not Reduced	Not applied	Mf1 and Mf2	-0.452519774	0.084667701	0.00716862	-0.283184371	-0.621855177	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_0105200_pool1	"polypyrimidine tract-binding protein, putative"	PTB
479	PBANKA_0418500	0.462946173	0.263981983	0.069686487	0.990910139	-0.065017793	Not Reduced	Not applied	Mf1 and Mf2	-0.451210513	0.158890508	0.025246194	-0.133429496	-0.768991529	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0418500_pool4	"Plasmodium exported protein, unknown function"	NA
480	PBANKA_0822300	1.495360413	0.43072099	0.185520571	2.356802393	0.633918433	Not Reduced	Not applied	Mf1	-0.448914127	0.462949188	0.214321951	0.476984249	-1.374812503	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0822300_pool3	NifU-like scaffold protein	NifU
481	PBANKA_1403000	-1.520305524	0.71560909	0.51209637	-0.089087343	-2.951523704	No Power	Not applied	Mf2	-0.447185964	0.132419912	0.017535033	-0.182346141	-0.712025787	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1403000_pool1	"small heat shock protein, putative"	NA
482	PBANKA_0402200	-0.310833192	0.104335402	0.010885876	-0.102162387	-0.519503996	Not Reduced	Not applied	Mf1 and Mf2	-0.444624785	0.132195653	0.017475691	-0.180233478	-0.709016091	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_0402200_pool2	plasmoredoxin	Plrx
483	PBANKA_0909400	-0.089591531	0.240527129	0.0578533	0.391462728	-0.57064579	Not Reduced	Not applied	Mf1 and Mf2	-0.439441355	0.15891983	0.025255512	-0.121601696	-0.757281014	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0909400_pool3	"conserved Plasmodium protein, unknown function"	NA
484	PBANKA_0711300	0.092415307	0.556055793	0.309198045	1.204526893	-1.019696279	No Power	applied	Both feed noisy	-0.437338247	0.094505145	0.008931222	-0.248327957	-0.626348537	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0711300_pool3	"conserved protein, unknown function"	NA
485	PBANKA_1358900	-3.831616882	0.135678578	0.018408676	-3.560259727	-4.102974037	Reduced	Not applied	Mf1 and Mf2	-0.435736065	0.156022811	0.024343117	-0.123690444	-0.747781687	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1358900_pool4	"dynactin subunit 2, putative"	NA
486	PBANKA_1240200	-0.266473858	0.162545728	0.026421114	0.058617599	-0.591565315	No Power	applied	Both feed noisy	-0.435305678	0.102230319	0.010451038	-0.230845041	-0.639766316	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1240200_pool3	"7-helix-1 protein, putative"	NA
487	PBANKA_1230300	-0.765827974	0.195974355	0.038405948	-0.373879264	-1.157776684	No Power	Not applied	Mf1 and Mf2	-0.432172855	0.373295736	0.139349706	0.314418616	-1.178764326	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1230300_pool1	"zinc finger protein, putative"	NA
488	p230p-tag	0.31167784	0.154183203	0.02377246	0.620044246	0.003311434	Not Reduced	Not applied	Mf1 and Mf2	-0.431709922	0.158659439	0.025172818	-0.114391044	-0.7490288	Not Reduced	Not applied	Mf1 and Mf2	pilot	p230p-tag_pilot	NA	NA
489	PBANKA_1302800	0.426551081	0.673962555	0.454225525	1.774476191	-0.921374029	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf2"	-0.426255215	0.234306679	0.05489962	0.042358143	-0.894868574	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	"pilot,pool4"	"PBANKA_1302800_pilot,pool4"	thioredoxin peroxidase 1	TPx1
490	PBANKA_0106300	-0.320124622	0.454711449	0.206762502	0.589298276	-1.229547519	No Power	applied	Both feed noisy	-0.426167847	0.143089597	0.020474633	-0.139988653	-0.71234704	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_0106300_pool6	"conserved Plasmodium protein, unknown function"	NA
491	PBANKA_1444900	-0.914063715	0.172167946	0.029641802	-0.569727823	-1.258399607	No Power	Not applied	Mf1 and Mf2	-0.425349532	0.835018849	0.697256477	1.244688165	-2.095387229	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1444900_pool2	"vacuolar transporter chaperone, putative"	NA
492	PBANKA_1007900	1.277027226	0.869129192	0.755385552	3.015285609	-0.461231158	Not Reduced	Not applied	Mf2	-0.42032106	0.116939501	0.013674847	-0.186442057	-0.654200063	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1007900_pool3	"conserved Plasmodium protein, unknown function"	NA
493	PBANKA_1115200	0.809196764	0.359301344	0.129097456	1.527799451	0.090594077	Not Reduced	Not applied	Mf2	-0.42012287	0.315455983	0.099512477	0.210789097	-1.051034837	Not Reduced	Not applied	Mf2	pool2	PBANKA_1115200_pool2	"conserved Plasmodium protein, unknown function"	NA
494	PBANKA_1201100	-0.128147978	0.208782537	0.043590148	0.289417095	-0.545713051	Not Reduced	Not applied	Mf1 and Mf2	-0.419568529	0.133181025	0.017737185	-0.153206479	-0.685930578	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1201100_pool2	"conserved Plasmodium protein, unknown function"	NA
495	PBANKA_1007200	-6.050951858	0.220734054	0.048723522	-5.609483751	-6.492419965	Reduced	Not applied	Mf1 and Mf2	-0.418646569	0.353965402	0.125291506	0.289284235	-1.126577374	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_1007200_pool6	"replication protein A1, large subunit, putative"	RPA1
496	PBANKA_1430800	-0.187164059	0.570208125	0.325137306	0.95325219	-1.327580309	No Power	Not applied	Mf1	-0.41566906	0.138929369	0.01930137	-0.137810323	-0.693527798	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1430800_pool3	"thioredoxin peroxidase 2, putative"	Trx-Px2
497	PBANKA_0904000	0.323189446	0.317566713	0.100848617	0.958322871	-0.311943979	Not Reduced	Not applied	Mf1	-0.413429589	0.232070518	0.053856726	0.050711448	-0.877570626	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0904000_pool4	"conserved Plasmodium protein, unknown function"	NA
498	PBANKA_0915100	-0.076644367	0.310324677	0.096301405	0.544004987	-0.69729372	Not Reduced	Not applied	Mf1 and Mf2	-0.411753861	0.178452984	0.031845467	-0.054847893	-0.768659829	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0915100_pool3	"LEM3/CDC50 family protein, putative"	CDC50B
499	PBANKA_1106900	-1.439958617	0.427044144	0.182366701	-0.585870329	-2.294046906	No Power	Not applied	Mf1	-0.406667971	0.502675335	0.252682492	0.598682699	-1.412018641	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1106900_pool1	PIMMS2 protein	PIMMS2
500	PBANKA_1428800	-1.802565474	0.463732922	0.215048223	-0.87509963	-2.730031318	No Power	Not applied	Mf1	-0.406613101	0.413655447	0.171110829	0.420697792	-1.233923995	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1428800_pool3	"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative"	SDHB
501	PBANKA_0514400	0.953908244	0.485676222	0.235881393	1.925260688	-0.017444199	Not Reduced	Not applied	Mf1 and Mf2	-0.406110799	0.239981148	0.057590952	0.073851497	-0.886073096	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0514400_pool4	"conserved protein, unknown function"	NA
502	PBANKA_0505000	-0.469168405	0.214800646	0.046139317	-0.039567114	-0.898769696	No Power	applied	Both feed noisy	-0.406069266	0.209508875	0.043893969	0.012948484	-0.825087017	No Power	applied	Both feed noisy	pool1	PBANKA_0505000_pool1	"dihydrolipoamide acyltransferase, putative"	NA
503	PBANKA_0819700	-0.727281197	0.186257838	0.034691982	-0.354765521	-1.099796873	Not Reduced	Not applied	Mf1 and Mf2	-0.405854705	0.094526434	0.008935247	-0.216801837	-0.594907573	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_0819700_pool6	"dihydrouridine synthase, putative"	NA
504	PBANKA_1352500	0.07681012	0.13804272	0.019055793	0.35289556	-0.19927532	No Power	applied	Both feed noisy	-0.404668691	0.192048861	0.036882765	-0.020570968	-0.788766413	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1352500_pool4	CPW-WPC family protein	NA
505	PBANKA_0933900	-0.21817478	0.616250823	0.379765077	1.014326865	-1.450676426	No Power	applied	Both feed noisy	-0.403762588	0.117184408	0.013732186	-0.169393772	-0.638131405	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0933900_pool3	"glyoxalase I, putative"	GLO1
506	PBANKA_1339500	-0.764096911	0.381518395	0.145556285	-0.001060122	-1.5271337	No Power	Not applied	Mf1	-0.402797984	0.342300777	0.117169822	0.281803571	-1.087399539	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1339500_pool1	"conserved Plasmodium protein, unknown function"	NA
507	PBANKA_1346500	0.011869883	0.23159281	0.053635229	0.475055503	-0.451315736	Not Reduced	Not applied	Mf1 and Mf2	-0.397068853	0.136290263	0.018575036	-0.124488327	-0.669649379	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1346500_pool2	protein tyrosine phosphatase-like protein	PTPLA
508	PBANKA_0615700	-0.869494491	0.293611651	0.086207802	-0.282271189	-1.456717793	No Power	applied	Both feed noisy	-0.395439021	0.121501003	0.014762494	-0.152437015	-0.638441028	No Power	applied	Both feed noisy	pool1	PBANKA_0615700_pool1	"dynein heavy chain, putative"	NA
509	PBANKA_1400400	-0.634361873	0.061424451	0.003772963	-0.511512972	-0.757210775	Not Reduced	Not applied	Mf1 and Mf2	-0.392848494	0.099587005	0.009917572	-0.193674484	-0.592022504	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1400400_pool3	fam-b protein	NA
510	PBANKA_1404000	0.225026885	0.39137215	0.15317216	1.007771186	-0.557717416	Not Reduced	Not applied	Mf1 and Mf2	-0.390090413	0.256849161	0.065971491	0.123607909	-0.903788734	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1404000_pool3	"mitogen-activated protein kinase phosphatase 1, putative"	MKP1
511	PBANKA_0943900	0.283160002	0.349752187	0.122326593	0.982664377	-0.416344372	Not Reduced	Not applied	Mf1 and Mf2	-0.387481358	0.254787715	0.06491678	0.122094072	-0.897056789	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0943900_pool3	PIR protein	NA
512	PBANKA_0214500	0.962673438	0.679012068	0.461057388	2.320697573	-0.395350697	Not Reduced	Not applied	Mf2	-0.38714616	0.133403474	0.017796487	-0.120339212	-0.653953107	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0214500_pool4	"IMP1-like protein, putative"	IMP2
513	PBANKA_1141400	-2.660093689	0.48846295	0.238596053	-1.68316779	-3.637019589	Reduced	Not applied	Mf1 and Mf2	-0.383280644	0.203555064	0.041434664	0.023829484	-0.790390772	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1141400_pool2	"DNA topoisomerase 6 subunit B, putative"	TOP6B
514	PBANKA_1123900	0.575670215	0.282078872	0.07956849	1.13982796	0.011512471	Not Reduced	Not applied	Mf1 and Mf2	-0.381220126	0.230102379	0.052947105	0.078984631	-0.841424884	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1123900_pool4	"sphingomyelin synthase 1, putative"	SMS1
515	PBANKA_0939800	0.462163682	0.295285963	0.0871938	1.052735609	-0.128408245	Not Reduced	Not applied	Mf2	-0.380680591	0.205204242	0.042108781	0.029727892	-0.791089075	No Power	applied	Both feed noisy	pool4	PBANKA_0939800_pool4	"nucleic acid binding protein, putative"	NA
516	PBANKA_0306600	-0.515809522	0.495519429	0.245539505	0.475229336	-1.50684838	No Power	Not applied	Mf1	-0.377804588	0.275382655	0.075835607	0.172960723	-0.928569898	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0306600_pool3	"conserved Plasmodium protein, unknown function"	NA
517	PBANKA_1333900	-0.690826597	0.319167466	0.101867872	-0.052491664	-1.32916153	No Power	Not applied	Mf1	-0.377640425	0.147142505	0.021650917	-0.083355414	-0.671925436	Not Reduced	Not applied	Mf2	pool1	PBANKA_1333900_pool1	"conserved Plasmodium protein, unknown function"	NA
518	PBANKA_0809500	0.462520253	0.466572871	0.217690244	1.395665996	-0.470625489	No Power	applied	Both feed noisy	-0.374492273	0.432672079	0.187205128	0.490851884	-1.239836431	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0809500_pool3	"apicoplast integral membrane protein, putative"	NA
519	PBANKA_1210100	-1.276210851	0.188126094	0.035391427	-0.899958663	-1.65246304	No Power	Not applied	Mf1 and Mf2	-0.372800687	0.091519183	0.008375761	-0.18976232	-0.555839053	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_1210100_pool6	"DNA repair protein RAD23, putative"	RAD23
520	PBANKA_1020200	-0.415493463	0.402702698	0.162169463	0.389911933	-1.220898858	No Power	Not applied	Mf1	-0.367563154	0.092955299	0.008640688	-0.181652557	-0.553473752	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1020200_pool3	"peptidyl-prolyl cis-trans isomerase, putative"	CYP52
521	PBANKA_0930400	0.299862796	0.279988982	0.07839383	0.85984076	-0.260115169	Not Reduced	Not applied	Mf1	-0.366987382	0.162131776	0.026286713	-0.04272383	-0.691250934	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0930400_pool4	"peptidyl-tRNA hydrolase ICT1, putative"	ICT1
522	PBANKA_1211800	0.159718421	0.087800531	0.007708933	0.335319483	-0.015882641	Not Reduced	Not applied	Mf1 and Mf2	-0.366398951	0.161462566	0.02607016	-0.043473818	-0.689324084	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1211800_pool2	"conserved Plasmodium protein, unknown function"	NA
523	PBANKA_0906000	-1.818285321	0.687144199	0.47216715	-0.443996923	-3.192573719	No Power	Not applied	Mf1 and Mf2	-0.365744747	0.095809236	0.00917941	-0.174126275	-0.557363219	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0906000_pool3	"alpha/beta hydrolase, putative"	NA
524	PBANKA_0213300	1.576859113	0.340615339	0.116018809	2.25808979	0.895628436	Not Reduced	Not applied	Mf2	-0.364699358	0.171446434	0.02939388	-0.02180649	-0.707592226	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0213300_pool4	"1-cys peroxiredoxin, putative"	AOP
525	PBANKA_1314900	0.468488533	0.144302958	0.020823344	0.757094448	0.179882617	Not Reduced	Not applied	Mf1 and Mf2	-0.363409534	0.267424682	0.07151596	0.171439829	-0.898258897	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1314900_pool4	"conserved Plasmodium protein, unknown function"	NA
526	PBANKA_0506900	0.858089666	0.727520437	0.529285987	2.313130541	-0.596951209	Not Reduced	Not applied	Mf2	-0.363283893	0.164285533	0.026989736	-0.034712827	-0.691854959	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0506900_pool3	"phospholipid scramblase, putative"	NA
527	PBANKA_1104900	-0.157209906	1.055743872	1.114595122	1.954277837	-2.268697649	No Power	applied	Both feed noisy	-0.363027928	0.143076975	0.020471021	-0.076873978	-0.649181878	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1104900_pool4	"UDP-N-acetylglucosamine transporter, putative"	NA
528	PBANKA_1040200	0.807224396	0.202071915	0.040833059	1.211368225	0.403080567	Not Reduced	Not applied	Mf1 and Mf2	-0.36145875	0.483059485	0.233346466	0.604660219	-1.327577719	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1040200_pool1	PIR protein	NA
529	PBANKA_1017000	0.503343536	0.220811991	0.048757935	0.944967517	0.061719554	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	-0.361360705	0.089305901	0.007975544	-0.182748902	-0.539972508	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	"pilot,pool2"	"PBANKA_1017000_pilot,pool2"	"CorA-like Mg2+ transporter protein, putative"	MIT3
530	PBANKA_1205700	-1.156729692	0.4046251	0.163721471	-0.347479493	-1.965979892	No Power	Not applied	Mf1	-0.359303564	0.137234249	0.018833239	-0.084835067	-0.633772061	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1205700_pool2	"conserved Plasmodium protein, unknown function"	NA
531	PBANKA_1012300	-0.794043816	0.294348334	0.086640941	-0.205347149	-1.382740484	No Power	Not applied	Mf1 and Mf2	-0.35695443	0.121876105	0.014853785	-0.113202219	-0.600706641	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1012300_pool1	"conserved Plasmodium protein, unknown function"	NA
532	PBANKA_0704400	-0.035470047	0.410436493	0.168458115	0.78540294	-0.856343033	No Power	applied	Both feed noisy	-0.355604225	0.176916869	0.031299579	-0.001770486	-0.709437963	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0704400_pool4	"alpha/beta hydrolase, putative"	NA
533	PBANKA_1422800	1.379788636	0.434092628	0.18843641	2.247973892	0.51160338	Not Reduced	Not applied	Mf1 and Mf2	-0.354548634	0.119015715	0.01416474	-0.116517205	-0.592580063	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1422800_pool1	"conserved Plasmodium protein, unknown function"	NA
534	PBANKA_1026300	-0.045573779	0.702132675	0.492990293	1.35869157	-1.449839128	No Power	applied	Both feed noisy	-0.353282489	0.27426734	0.075222574	0.195252192	-0.901817169	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1026300_pool2	"conserved protein, unknown function"	NA
535	PBANKA_0407300	-1.314852864	0.288825688	0.083420278	-0.737201487	-1.89250424	No Power	Not applied	Mf1	-0.348779686	0.098264063	0.009655826	-0.152251561	-0.545307811	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0407300_pool3	"conserved Plasmodium protein, unknown function"	NA
536	PBANKA_1232000	2.592184316	0.696277194	0.484801931	3.984738705	1.199629927	Increased	Not applied	Mf2	-0.347282119	0.14502022	0.021030864	-0.057241679	-0.63732256	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_1232000_pool4	"conserved Plasmodium protein, unknown function"	NA
537	PBANKA_0301000	0.462163682	0.295285963	0.0871938	1.052735609	-0.128408245	Not Reduced	Not applied	Mf2	-0.345799657	0.22564083	0.050913784	0.105482003	-0.797081317	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0301000_pool4	"repetitive organellar protein, putative"	ROPE
538	PBANKA_1134900	-6.200588214	3.385445673	11.46124241	0.570303132	-12.97147956	No Power	Not applied	Mf1 and Mf2	-0.345456955	0.179980534	0.032392993	0.014504112	-0.705418022	Not Reduced	Not applied	Mf1	pool1	PBANKA_1134900_pool1	"zinc finger protein, putative"	NA
539	PBANKA_1133800	0.022962929	0.057957933	0.003359122	0.138878795	-0.092952936	Not Reduced	Not applied	Mf1 and Mf2	-0.338967284	0.085389513	0.007291369	-0.168188259	-0.50974631	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1133800_pool3	"DNA helicase, putative"	NA
540	PBANKA_1352600	0.025880771	0.599835195	0.359802261	1.225551161	-1.173789619	No Power	applied	Both feed noisy	-0.335119209	0.266990872	0.071284126	0.198862535	-0.869100953	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1352600_pool3	"serine/threonine protein kinase, putative"	NA
541	PBANKA_1109900	-0.173607565	0.139654945	0.019503504	0.105702325	-0.452917455	Not Reduced	Not applied	Mf1 and Mf2	-0.333281611	0.098303617	0.009663601	-0.136674378	-0.529888845	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1109900_pool3	"stripes inner membrane complex protein, putative"	SIP
542	PBANKA_0706900	-0.741583102	0.137039249	0.018779756	-0.467504604	-1.015661601	Not Reduced	Not applied	Mf1 and Mf2	-0.331623744	0.189657955	0.03597014	0.047692165	-0.710939653	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0706900_pool4	"mitochondrial import receptor subunit TOM7, putative"	TOM7
543	PBANKA_0932600	-2.591012293	0.138940721	0.019304524	-2.313130851	-2.868893734	Reduced	Not applied	Mf1 and Mf2	-0.330543125	0.149375558	0.022313057	-0.03179201	-0.62929424	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0932600_pool4	"conserved protein, unknown function"	NA
544	PBANKA_0820100	-0.920785366	0.428590348	0.183689687	-0.063604669	-1.777966063	No Power	Not applied	Mf1	-0.327194164	0.277070607	0.076768121	0.226947049	-0.881335377	Not Reduced	Not applied	Mf1 and Mf2	pool4	PBANKA_0820100_pool4	"PPPDE peptidase, putative"	NA
545	PBANKA_1327900	-7.056139429	0.746000162	0.556516242	-5.564139104	-8.548139754	Reduced	Not applied	Mf1 and Mf2	-0.326933111	0.097578336	0.009521532	-0.131776439	-0.522089784	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_1327900_pool6	"conserved Plasmodium protein, unknown function"	NA
546	PBANKA_0914100	-2.296215536	0.364150602	0.132605661	-1.567914331	-3.024516741	No Power	applied	Both feed noisy	-0.324376108	0.169873617	0.028857046	0.015371127	-0.664123343	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_0914100_pool2	"conserved Plasmodium protein, unknown function"	NA
547	PBANKA_1430600	-1.449906665	0.833714706	0.69508021	0.217522746	-3.117336076	No Power	Not applied	Mf1 and Mf2	-0.323669153	0.548794295	0.301175178	0.773919437	-1.421257743	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1430600_pool3	"conserved Plasmodium protein, unknown function"	NA
548	PBANKA_0716100	-1.744018576	0.513376979	0.263555922	-0.717264619	-2.770772533	No Power	Not applied	Mf1 and Mf2	-0.322606562	0.097154466	0.00943899	-0.128297629	-0.516915494	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_0716100_pool6	"conserved Plasmodium protein, unknown function"	NA
549	PBANKA_1334900	-0.082176016	0.059494831	0.003539635	0.036813646	-0.201165679	Not Reduced	Not applied	Mf1 and Mf2	-0.322424075	0.116756747	0.013632138	-0.088910581	-0.555937569	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1334900_pool3	"conserved Plasmodium protein, unknown function"	NA
550	PBANKA_1204000	0.847629959	0.278969467	0.077823964	1.405568893	0.289691024	Not Reduced	Not applied	Mf1	-0.321169986	0.468527012	0.219517561	0.615884039	-1.258224011	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1204000_pool1	"conserved Plasmodium protein, unknown function"	NA
551	PBANKA_1101400	-0.401568601	0.148374538	0.022015003	-0.104819526	-0.698317676	Not Reduced	Not applied	Mf1 and Mf2	-0.318716506	0.09120411	0.00831819	-0.136308287	-0.501124725	Not Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_1101400_pool6	rhoptry-associated protein 2/3	RAP2/3
552	PBANKA_0312100	0.571851927	0.716258731	0.51302657	2.004369389	-0.860665536	Not Reduced	Not applied	Mf2	-0.318620028	0.407021993	0.165666903	0.495423957	-1.132664013	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_0312100_pool2	"conserved Plasmodium protein, unknown function"	NA
553	PBANKA_1243800	-0.400621202	0.097808765	0.009566555	-0.205003671	-0.596238733	Not Reduced	Not applied	Mf1 and Mf2	-0.313707533	0.170647827	0.029120681	0.027588121	-0.655003186	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1243800_pool2	"apicoplast TIC22 protein, putative"	TIC22
554	PBANKA_1434000	-0.77529403	0.140459209	0.019728789	-0.494375612	-1.056212447	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1"	-0.310341898	0.113704114	0.012928625	-0.082933671	-0.537750125	Not Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	"pilot,pool3"	"PBANKA_1434000_pilot,pool3"	"phosphate translocator, putative"	NA
555	PBANKA_0111100	0.225641712	0.377247527	0.142315696	0.980136766	-0.528853342	No Power	applied	Both feed noisy	-0.310047582	0.775585832	0.601533383	1.241124082	-1.861219247	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0111100_pool2	6-cysteine protein	P12p
556	PBANKA_1438900	-1.867400023	0.352460938	0.124228713	-1.162478148	-2.572321898	Reduced	Not applied	Mf1	-0.309287823	0.083536072	0.006978275	-0.14221568	-0.476359966	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1438900_pool1	"GTP cyclohydrolase 1, putative"	GCH1
557	PBANKA_1228200	-0.762686664	0.275568286	0.07593788	-0.211550092	-1.313823237	No Power	applied	Both feed noisy	-0.308087614	0.586286606	0.343731984	0.864485597	-1.480660826	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1228200_pool1	"glutamate dehydrogenase, putative"	GDH3
558	PBANKA_1112100	-0.385012762	0.221899104	0.049239212	0.058785445	-0.82881097	Not Reduced	Not applied	Mf1 and Mf2	-0.30688958	0.317231388	0.100635753	0.327573195	-0.941352356	Not Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1112100_pool2	"conserved Plasmodium protein, unknown function"	NA
559	PBANKA_0921800	0.852540444	0.211243336	0.044623747	1.275027115	0.430053773	Not Reduced	Not applied	Mf1 and Mf2	-0.306369565	0.227269296	0.051651333	0.148169028	-0.760908158	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_0921800_pool1	"steryl ester hydrolase, putative"	NA
560	PBANKA_1410500	0.973362055	1.011413106	1.022956471	2.996188266	-1.049464157	Not Reduced	Not applied	Mf2	-0.304828456	0.162148352	0.026292088	0.019468248	-0.629125159	Not Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_1410500_pool3	"malonyl CoA-acyl carrier protein transacylase, putative"	MCAT
561	PBANKA_1103200	-0.313086048	0.287352117	0.082571239	0.261618186	-0.887790282	Not Reduced	Not applied	Mf1 and Mf2	-0.300425089	0.496222825	0.246237093	0.692020562	-1.29287074	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1103200_pool2	"protein kinase, putative"	NA
562	PBANKA_0931000	-2.083836206	0.791935222	0.627161395	-0.499965762	-3.66770665	No Power	Not applied	Mf2	-0.298709369	0.375345989	0.140884612	0.451982609	-1.049401348	Not Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_0931000_pool1	"conserved Plasmodium membrane protein, unknown function"	NA
