gene	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	classification												
PBANKA_103520	GFPsort	0.044658763	0.14214343	0.623308209	0.328945623	-0.239628097	notreduced	RFPsort	0.185254976	0.140968356	0.905603818	0.467191688	-0.096681736	notreduced	0.328945623	None												
PBANKA_040500	GFPsort	0.046539273	0.290216137	0.563701541	0.626971546	-0.533893	notreduced	RFPsort	-0.340843458	0.340541621	0.158440879	0.340239783	-1.0219267	nopower	0.340239783	None												
PBANKA_124570	GFPsort	0.046544744	0.160497558	0.614092958	0.36753986	-0.274450372	notreduced	RFPsort	0.043175433	0.1607188	0.605896479	0.364613032	-0.278262167	notreduced	0.364613032	None												
PBANKA_120770	GFPsort	0.049444675	0.290502977	0.567575021	0.630450629	-0.531561278	notreduced	RFPsort	-0.010238918	0.313736232	0.486982657	0.617233546	-0.637711382	notreduced	0.617233546	None												
PBANKA_061670	GFPsort	0.049603659	0.248310995	0.579167517	0.546225649	-0.447018332	notreduced	RFPsort	-0.04329267	0.268032112	0.435841749	0.492771555	-0.579356895	notreduced	0.492771555	None												
PBANKA_101390	GFPsort	0.050490659	0.172690776	0.615000467	0.395872212	-0.294890894	notreduced	RFPsort	0.100788201	0.185060738	0.706993336	0.470909678	-0.269333275	notreduced	0.395872212	None												
PBANKA_120710	GFPsort	0.051173708	0.112133423	0.675936038	0.275440553	-0.173093137	notreduced	RFPsort	0.285011491	0.112665232	0.994292321	0.510341955	0.059681026	notreduced	0.275440553	None												
PBANKA_082020	GFPsort	0.051569866	0.164920797	0.622743704	0.381411459	-0.278271727	notreduced	RFPsort	-0.03923361	0.18054429	0.413984396	0.32185497	-0.400322189	notreduced	0.32185497	None												
PBANKA_123830	GFPsort	0.053100122	0.234899429	0.589420566	0.522898981	-0.416698736	notreduced	RFPsort	0.156091	0.226513983	0.754620128	0.609118966	-0.296936965	notreduced	0.522898981	None												
PBANKA_081420	GFPsort	0.05466526	0.150795268	0.641515682	0.356255796	-0.246925276	notreduced	RFPsort	0.065123038	0.158351687	0.659557485	0.381826413	-0.251580337	notreduced	0.356255796	None												
PBANKA_111270	GFPsort	0.054743605	0.524329403	0.541576775	1.103402411	-0.9939152	notreduced	RFPsort	0.595169723	0.557986757	0.85693227	1.711143238	-0.520803792	notreduced	1.103402411	None												
PBANKA_051820	GFPsort	0.055873026	0.157978208	0.638208967	0.371829443	-0.260083391	notreduced	RFPsort	0.249855091	0.153386046	0.948336052	0.556627184	-0.056917002	notreduced	0.371829443	None												
PBANKA_103040	GFPsort	0.056303435	0.115571936	0.686931849	0.287447306	-0.174840437	notreduced	RFPsort	0.097442371	0.119348918	0.792878468	0.336140208	-0.141255465	notreduced	0.287447306	None												
PBANKA_031260	GFPsort	0.056612203	0.106427894	0.702612805	0.269467991	-0.156243585	notreduced	RFPsort	0.129620124	0.116166429	0.867749113	0.361952982	-0.102712734	notreduced	0.269467991	None												
PBANKA_110130	GFPsort	0.057029756	0.350429181	0.564639448	0.757888119	-0.643828607	notreduced	RFPsort	-0.007840429	0.394533567	0.49207248	0.781226704	-0.796907562	notreduced	0.757888119	None												
PBANKA_041065	GFPsort	0.059264975	0.114381788	0.69781725	0.28802855	-0.1694986	notreduced	RFPsort	-0.173974076	0.12446771	0.081094879	0.074961343	-0.422909495	notreduced	0.074961343	None												
PBANKA_031210	GFPsort	0.059461284	0.194017475	0.62037806	0.447496234	-0.328573665	notreduced	RFPsort	-0.495480057	0.221182191	0.012540773	-0.053115676	-0.937844439	notreduced	-0.053115676	None												
PBANKA_092160	GFPsort	0.059511731	0.045437624	0.904859055	0.150386978	-0.031363517	notreduced	RFPsort	0.18016574	0.043914362	0.999979579	0.267994464	0.092337016	notreduced	0.150386978	None												
PBANKA_121240	GFPsort	0.061375111	0.205992556	0.617128651	0.473360223	-0.35061	notreduced	RFPsort	-0.034417508	0.222288256	0.438476575	0.410159005	-0.478994021	notreduced	0.410159005	None												
PBANKA_070200	GFPsort	0.065429155	0.279292478	0.592611349	0.624014111	-0.493155801	notreduced	RFPsort	0.369026044	0.281182881	0.905308374	0.931391807	-0.193339719	notreduced	0.624014111	None												
PBANKA_136210	GFPsort	0.065659825	0.082701543	0.786383981	0.231062912	-0.099743261	notreduced	RFPsort	0.114880749	0.085715625	0.909918684	0.286312	-0.056550502	notreduced	0.231062912	None												
PBANKA_122550	GFPsort	0.06781253	0.2235161	0.619203635	0.51484473	-0.379219669	notreduced	RFPsort	0.117813311	0.225104225	0.699642394	0.568021762	-0.33239514	notreduced	0.51484473	None												
PBANKA_133580	GFPsort	0.068235561	0.179959714	0.647719674	0.428154988	-0.291683866	notreduced	RFPsort	0.173974437	0.182207067	0.83016492	0.538388572	-0.190439697	notreduced	0.428154988	None												
PBANKA_122990	GFPsort	0.069248092	0.316634387	0.586558312	0.702516867	-0.564020683	notreduced	RFPsort	-0.106941909	0.338596588	0.376062468	0.570251267	-0.784135084	notreduced	0.570251267	None												
PBANKA_101830	GFPsort	0.069695005	0.144998726	0.684620714	0.359692457	-0.220302448	notreduced	RFPsort	-0.246613478	0.165070023	0.067588709	0.083526568	-0.576753524	notreduced	0.083526568	None												
PBANKA_121810	GFPsort	0.069849579	0.195751605	0.639389571	0.46135279	-0.321653631	notreduced	RFPsort	0.316432339	0.193088442	0.949372001	0.702609222	-0.069744544	notreduced	0.46135279	None												
PBANKA_113950	GFPsort	0.070830461	0.090960909	0.781919183	0.252752279	-0.111091358	notreduced	RFPsort	0.035985934	0.09123633	0.653366533	0.218458594	-0.146486727	notreduced	0.218458594	None												
PBANKA_111370	GFPsort	0.071388665	0.150003813	0.682931582	0.371396291	-0.228618962	notreduced	RFPsort	0.203533699	0.14384492	0.921458758	0.491223538	-0.084156141	notreduced	0.371396291	None												
PBANKA_070690	GFPsort	0.071612177	0.159412258	0.673365786	0.390436694	-0.24721234	notreduced	RFPsort	0.111570755	0.165354702	0.750078215	0.44228016	-0.21913865	notreduced	0.390436694	None												
PBANKA_091410	GFPsort	0.07238384	0.21621739	0.631102003	0.504818621	-0.36005094	notreduced	RFPsort	-0.002673824	0.241109604	0.495575955	0.479545383	-0.484893032	notreduced	0.479545383	None												
PBANKA_082130	GFPsort	0.073719182	0.175158822	0.663075178	0.424036826	-0.276598463	notreduced	RFPsort	0.055767299	0.198083936	0.61084945	0.451935172	-0.340400573	notreduced	0.424036826	None												
PBANKA_030850	GFPsort	0.075258175	0.081831275	0.821128678	0.238920726	-0.088404376	notreduced	RFPsort	0.012041637	0.084130733	0.556906269	0.180303103	-0.156219828	notreduced	0.180303103	None												
PBANKA_051850	GFPsort	0.076262504	0.163192692	0.67986298	0.402647888	-0.25012288	notreduced	RFPsort	-0.168094818	0.185978451	0.183040046	0.203862085	-0.540051721	notreduced	0.203862085	None												
PBANKA_120400	GFPsort	0.077107264	0.283431434	0.607207864	0.643970132	-0.489755603	notreduced	RFPsort	-0.062170946	0.325561271	0.424276342	0.588951596	-0.713293488	notreduced	0.588951596	None												
PBANKA_091260	GFPsort	0.077567132	0.158311682	0.687920552	0.394190495	-0.239056232	notreduced	RFPsort	0.123418653	0.151924806	0.791709375	0.427268264	-0.180430959	notreduced	0.394190495	None												
PBANKA_101530	GFPsort	0.077611237	0.226574864	0.634028197	0.530760966	-0.375538491	notreduced	RFPsort	0.085845582	0.22974599	0.645669243	0.545337563	-0.373646398	notreduced	0.530760966	None												
PBANKA_144400	GFPsort	0.078709365	0.07532893	0.85195978	0.229367225	-0.071948494	notreduced	RFPsort	0.106970255	0.076121391	0.920027832	0.259213037	-0.045272528	notreduced	0.229367225	None												
PBANKA_101470	GFPsort	0.079542265	0.191547213	0.661024915	0.462636691	-0.303552161	notreduced	RFPsort	0.185419563	0.20830983	0.813297749	0.602039224	-0.231200097	notreduced	0.462636691	None												
PBANKA_110410	GFPsort	0.080838187	0.346345116	0.592275979	0.773528419	-0.611852046	notreduced	RFPsort	0.529095213	0.331687872	0.944661765	1.192470956	-0.13428053	notreduced	0.773528419	None												
PBANKA_010890	GFPsort	0.081504532	0.226759175	0.640364077	0.535022882	-0.372013818	notreduced	RFPsort	0.686137488	0.214046269	0.999325993	1.114230025	0.258044951	notreduced	0.535022882	None												
PBANKA_071010	GFPsort	0.08264495	0.142778004	0.718649848	0.368200959	-0.202911058	notreduced	RFPsort	0.231657172	0.141684689	0.948977477	0.515026551	-0.051712206	notreduced	0.368200959	None												
PBANKA_133720	GFPsort	0.087383206	0.261410084	0.630914479	0.610203375	-0.435436962	notreduced	RFPsort	-0.142894675	0.291491292	0.311989341	0.440087909	-0.725877259	notreduced	0.440087909	None												
PBANKA_143500	GFPsort	0.087464669	0.147210093	0.723793633	0.381884856	-0.206955517	notreduced	RFPsort	0.125252013	0.158685367	0.785034701	0.442622747	-0.19211872	notreduced	0.381884856	None												
PBANKA_133690	GFPsort	0.088672203	0.175782631	0.693024717	0.440237466	-0.262893059	notreduced	RFPsort	0.251432075	0.176553979	0.922792511	0.604540032	-0.101675882	notreduced	0.440237466	None												
PBANKA_141330	GFPsort	0.090400735	0.24611212	0.643308061	0.582624974	-0.401823504	notreduced	RFPsort	0.074768363	0.246061858	0.619382734	0.566892079	-0.417355353	notreduced	0.566892079	None												
PBANKA_081950	GFPsort	0.090680036	0.156099125	0.719350509	0.402878286	-0.221518213	notreduced	RFPsort	0.288272011	0.151682594	0.971315905	0.591637199	-0.015093176	notreduced	0.402878286	None												
PBANKA_031500	GFPsort	0.090864576	0.245612473	0.644290494	0.582089523	-0.40036037	notreduced	RFPsort	0.06363446	0.267348837	0.594067339	0.598332133	-0.471063214	notreduced	0.582089523	None												
PBANKA_071440	GFPsort	0.091715053	0.219162496	0.662201782	0.530040045	-0.346609939	notreduced	RFPsort	0.105169035	0.221698607	0.682384961	0.54856625	-0.338228179	notreduced	0.530040045	None												
PBANKA_136320	GFPsort	0.09199232	0.116186489	0.785750954	0.324365298	-0.140380658	notreduced	RFPsort	-0.04396428	0.124418767	0.361910295	0.204873254	-0.292801814	notreduced	0.204873254	None												
PBANKA_120060	GFPsort	0.092940973	0.202873511	0.676567876	0.498687995	-0.312806049	notreduced	RFPsort	-0.106944681	0.216450519	0.310623522	0.325956357	-0.539845719	notreduced	0.325956357	None												
PBANKA_123730	GFPsort	0.093357871	0.084502692	0.865375068	0.262363255	-0.075647512	notreduced	RFPsort	-0.17720261	0.093756155	0.0293765	0.0103097	-0.364714921	notreduced	0.0103097	None												
PBANKA_082530	GFPsort	0.094640696	0.127854284	0.770417687	0.350349265	-0.161067872	notreduced	RFPsort	-0.108845682	0.135438992	0.210799277	0.162032301	-0.379723666	notreduced	0.162032301	None												
PBANKA_030820	GFPsort	0.095411836	0.134489911	0.760972682	0.364391658	-0.173567985	notreduced	RFPsort	0.058819378	0.153218719	0.6494706	0.365256815	-0.24761806	notreduced	0.364391658	None												
PBANKA_082230	GFPsort	0.096117336	0.215532452	0.672184388	0.52718224	-0.334947569	notreduced	RFPsort	0.11553779	0.218179093	0.701789686	0.551895976	-0.320820396	notreduced	0.52718224	None												
PBANKA_061640	GFPsort	0.096542038	0.188787997	0.695456819	0.474118031	-0.281033956	notreduced	RFPsort	0.063387971	0.208772394	0.6192922	0.480932759	-0.354156817	notreduced	0.474118031	None												
PBANKA_130440	GFPsort	0.097260591	0.287327669	0.632507015	0.671915928	-0.477394747	notreduced	RFPsort	0.311863492	0.312544842	0.840816673	0.936953176	-0.313226193	notreduced	0.671915928	None												
PBANKA_020960	GFPsort	0.098562052	0.338274757	0.614614619	0.775111566	-0.577987462	notreduced	RFPsort	0.461832807	0.329653796	0.919387447	1.1211404	-0.197474786	notreduced	0.775111566	None												
PBANKA_121800	GFPsort	0.098935066	0.270898447	0.64252301	0.640731959	-0.442861827	notreduced	RFPsort	0.050424895	0.290825079	0.568825847	0.632075053	-0.531225263	notreduced	0.632075053	None												
PBANKA_103450	GFPsort	0.09898793	0.164254933	0.726628606	0.427497795	-0.229521936	notreduced	RFPsort	0.031278967	0.199438672	0.562312562	0.43015631	-0.367598376	notreduced	0.427497795	None												
PBANKA_080650	GFPsort	0.100187624	0.372729654	0.605956028	0.845646931	-0.645271683	notreduced	RFPsort	-0.524495937	0.428333006	0.110380878	0.332170074	-1.381161948	nopower	0.332170074	None												
PBANKA_123640	GFPsort	0.104511723	0.192727794	0.706185925	0.489967311	-0.280943865	notreduced	RFPsort	0.205630174	0.199060417	0.849198947	0.603751008	-0.19249066	notreduced	0.489967311	None												
PBANKA_103460	GFPsort	0.104564894	0.139323451	0.773528901	0.383211795	-0.174082007	notreduced	RFPsort	0.04296728	0.144212559	0.617127084	0.331392398	-0.245457837	notreduced	0.331392398	None												
PBANKA_020510	GFPsort	0.105404988	0.054655151	0.973106393	0.214715289	-0.003905314	notreduced	RFPsort	0.083574097	0.054349548	0.937940803	0.192273193	-0.025124999	notreduced	0.192273193	None												
PBANKA_051300	GFPsort	0.105645279	0.170809394	0.731876461	0.447264068	-0.23597351	notreduced	RFPsort	0.123754945	0.178302401	0.756181895	0.480359748	-0.232849857	notreduced	0.447264068	None												
PBANKA_111080	GFPsort	0.106914876	0.142099976	0.774092303	0.391114828	-0.177285076	notreduced	RFPsort	0.380703078	0.14072353	0.996588135	0.662150138	0.099256018	notreduced	0.391114828	None												
PBANKA_092660	GFPsort	0.10707744	0.198112686	0.705569577	0.503302811	-0.289147932	notreduced	RFPsort	0.04442754	0.20622201	0.585286098	0.456871559	-0.36801648	notreduced	0.456871559	None												
PBANKA_111520	GFPsort	0.108528323	0.108780219	0.840783779	0.32608876	-0.109032115	notreduced	RFPsort	-0.167461043	0.116909222	0.076014356	0.066357402	-0.401279488	notreduced	0.066357402	None												
PBANKA_092900	GFPsort	0.108895196	0.170117016	0.738952499	0.449129229	-0.231338837	notreduced	RFPsort	0.085569268	0.183716957	0.679308801	0.453003181	-0.281864646	notreduced	0.449129229	None												
PBANKA_071020	GFPsort	0.111000345	0.132985034	0.798051887	0.376970413	-0.154969723	notreduced	RFPsort	0.182929631	0.134161671	0.913637734	0.451252973	-0.085393711	notreduced	0.376970413	None												
PBANKA_070550	GFPsort	0.111232805	0.198023871	0.712844595	0.507280548	-0.284814937	notreduced	RFPsort	0.178068844	0.196403101	0.817704007	0.570875046	-0.214737358	notreduced	0.507280548	None												
PBANKA_124380	GFPsort	0.111534527	0.145391439	0.778498689	0.402317404	-0.179248351	notreduced	RFPsort	0.06147567	0.147140676	0.661954058	0.355757022	-0.232805683	notreduced	0.355757022	None												
PBANKA_130960	GFPsort	0.111539068	0.175635755	0.737305034	0.462810579	-0.239732443	notreduced	RFPsort	0.242327418	0.1786259	0.912548964	0.599579217	-0.114924381	notreduced	0.462810579	None												
PBANKA_102760	GFPsort	0.11371496	0.762752974	0.559256684	1.639220907	-1.411790987	nopower	RFPsort	-0.138308689	0.80142516	0.431491407	1.464541632	-1.74115901	nopower	1.464541632	None												
PBANKA_082320	GFPsort	0.113896418	0.13351306	0.803190652	0.380922538	-0.153129703	notreduced	RFPsort	0.251330979	0.139614445	0.964083803	0.53055987	-0.027897912	notreduced	0.380922538	None												
PBANKA_093850	GFPsort	0.114138896	0.464328255	0.597087316	1.042795406	-0.814517614	notreduced	RFPsort	0.211564691	0.454105662	0.679353987	1.119776015	-0.696646633	notreduced	1.042795406	None												
PBANKA_122960	GFPsort	0.116101907	0.23600578	0.688620953	0.588113466	-0.355909652	notreduced	RFPsort	-0.114400285	0.248873854	0.322875918	0.383347424	-0.612147994	notreduced	0.383347424	None												
PBANKA_030610	GFPsort	0.11612222	0.20411964	0.715285598	0.524361499	-0.292117059	notreduced	RFPsort	0.197491144	0.214779693	0.821084428	0.627050529	-0.232068242	notreduced	0.524361499	None												
PBANKA_112100	GFPsort	0.116353281	0.169997151	0.753152117	0.456347583	-0.223641021	notreduced	RFPsort	0.026070612	0.187189846	0.555383043	0.400450304	-0.348309079	notreduced	0.400450304	None												
PBANKA_040560	GFPsort	0.12126614	0.227058156	0.703355261	0.575382453	-0.332850173	notreduced	RFPsort	0.077044451	0.241933687	0.62492924	0.560911826	-0.406822923	notreduced	0.560911826	None												
PBANKA_051970	GFPsort	0.122497289	0.10166414	0.885883159	0.325825568	-0.080830991	notreduced	RFPsort	0.127965252	0.107005601	0.884127201	0.341976453	-0.086045949	notreduced	0.325825568	None												
PBANKA_041490	GFPsort	0.123057536	0.189127588	0.74236663	0.501312712	-0.255197639	notreduced	RFPsort	0.190041532	0.197770814	0.831703296	0.58558316	-0.205500096	notreduced	0.501312712	None												
PBANKA_144480	GFPsort	0.123080535	0.264680195	0.679040013	0.652440925	-0.406279856	notreduced	RFPsort	-0.25261961	0.311700777	0.208839215	0.370781944	-0.876021164	notreduced	0.370781944	None												
PBANKA_090620	GFPsort	0.124070365	0.096628244	0.900428478	0.317326854	-0.069186123	notreduced	RFPsort	-0.784199037	0.125732722	2.23E-10	-0.532733592	-1.035664482	nopower	-0.532733592	None												
PBANKA_050780	GFPsort	0.125399447	0.305930785	0.659058451	0.737261017	-0.486462123	notreduced	RFPsort	0.319685189	0.344868907	0.823030494	1.009423004	-0.370052625	notreduced	0.737261017	None												
PBANKA_041850	GFPsort	0.125612122	0.086946303	0.925730205	0.299504728	-0.048280484	notreduced	RFPsort	0.24255761	0.090544869	0.996306407	0.423647347	0.061467872	notreduced	0.299504728	None												
PBANKA_083170	GFPsort	0.125645563	0.074355966	0.95446541	0.274357496	-0.023066369	notreduced	RFPsort	0.277612138	0.071994225	0.999942379	0.421600588	0.133623689	notreduced	0.274357496	None												
PBANKA_071400	GFPsort	0.128906769	0.196120097	0.744501112	0.521146963	-0.263333426	notreduced	RFPsort	0.313423425	0.196441841	0.944700032	0.706307106	-0.079460256	notreduced	0.521146963	None												
PBANKA_122230	GFPsort	0.129104631	0.067458062	0.972180355	0.264020756	-0.005811494	notreduced	RFPsort	-0.08512387	0.073297786	0.122751222	0.061471702	-0.231719442	notreduced	0.061471702	None												
PBANKA_060690	GFPsort	0.129575304	0.137361017	0.827241208	0.404297337	-0.145146729	notreduced	RFPsort	0.139670451	0.131792193	0.855377168	0.403254838	-0.123913936	notreduced	0.403254838	None												
PBANKA_121590	GFPsort	0.12974779	0.311115892	0.661675447	0.751979575	-0.492483995	notreduced	RFPsort	0.258458538	0.324919735	0.786825123	0.908298008	-0.391380932	notreduced	0.751979575	None												
PBANKA_011250	GFPsort	0.129893905	0.121595474	0.857295267	0.373084853	-0.113297044	notreduced	RFPsort	0.02495113	0.132195742	0.5748532	0.289342615	-0.239440354	notreduced	0.289342615	None												
PBANKA_111090	GFPsort	0.130398886	0.210041977	0.732641949	0.550482839	-0.289685067	notreduced	RFPsort	0.272633125	0.226303442	0.885845012	0.72524001	-0.17997376	notreduced	0.550482839	None												
PBANKA_145920	GFPsort	0.132086544	0.106709307	0.892107951	0.345505158	-0.08133207	notreduced	RFPsort	0.231308956	0.116024818	0.976902993	0.463358592	-0.000740679	notreduced	0.345505158	None												
PBANKA_122560	GFPsort	0.135535955	0.261147027	0.698120494	0.657830008	-0.386758099	notreduced	RFPsort	-0.100320715	0.253219989	0.345986094	0.406119263	-0.606760693	notreduced	0.406119263	None												
PBANKA_081070	GFPsort	0.135816002	0.191213032	0.761236701	0.518242066	-0.246610062	notreduced	RFPsort	-0.039397223	0.216312423	0.427739914	0.393227622	-0.472022069	notreduced	0.393227622	None												
PBANKA_100360	GFPsort	0.136083202	1.003966861	0.553909708	2.144016923	-1.871850519	nopower	RFPsort	0.462166987	0.920241823	0.692244812	2.302650633	-1.378316658	nopower	2.144016923	None												
PBANKA_113420	GFPsort	0.139068681	0.357070038	0.651536386	0.853208757	-0.575071395	notreduced	RFPsort	0.076618557	0.395004498	0.576899852	0.866627552	-0.713390439	notreduced	0.853208757	None												
PBANKA_081940	GFPsort	0.140541088	0.123716998	0.872019313	0.387975085	-0.106892908	notreduced	RFPsort	0.030756218	0.133897412	0.590837502	0.298551042	-0.237038606	notreduced	0.298551042	None												
PBANKA_142600	GFPsort	0.141449477	0.560183713	0.599674824	1.261816903	-0.978917949	notreduced	RFPsort	0.973607463	0.516503177	0.970284947	2.006613817	-0.059398891	notreduced	1.261816903	None												
PBANKA_060920	GFPsort	0.142384243	0.230346522	0.731755388	0.603077287	-0.3183088	notreduced	RFPsort	0.282704037	0.243433601	0.877243878	0.76957124	-0.204163166	notreduced	0.603077287	None												
PBANKA_132900	GFPsort	0.144430228	0.292781811	0.689100845	0.729993849	-0.441133393	notreduced	RFPsort	0.228426575	0.31672278	0.764612694	0.861872135	-0.405018985	notreduced	0.729993849	None												
PBANKA_093190	GFPsort	0.144505671	0.252851231	0.716171218	0.650208133	-0.361196791	notreduced	RFPsort	0.550445022	0.248390926	0.986655728	1.047226875	0.053663169	notreduced	0.650208133	None												
PBANKA_030970	GFPsort	0.144586746	0.076982152	0.96982209	0.29855105	-0.009377558	notreduced	RFPsort	-0.010730691	0.079927972	0.446600662	0.149125254	-0.170586635	notreduced	0.149125254	None												
PBANKA_051100	GFPsort	0.145722692	0.170810904	0.80320442	0.487344501	-0.195899116	notreduced	RFPsort	-0.165604479	0.190507646	0.192347011	0.215410814	-0.546619772	notreduced	0.215410814	None												
PBANKA_103780	GFPsort	0.145976623	0.167273438	0.808581954	0.480523498	-0.188570253	notreduced	RFPsort	0.121873326	0.177548694	0.753776475	0.476970714	-0.233224063	notreduced	0.476970714	None												
PBANKA_135460	GFPsort	0.148241088	0.203708818	0.766604653	0.555658723	-0.259176547	notreduced	RFPsort	0.19769016	0.224279252	0.810961898	0.646248665	-0.250868345	notreduced	0.555658723	None												
PBANKA_133890	GFPsort	0.14994122	0.084797928	0.961487765	0.319537075	-0.019654636	notreduced	RFPsort	-0.253105632	0.08087919	0.000875734	-0.091347253	-0.414864011	notreduced	-0.091347253	None												
PBANKA_030810	GFPsort	0.154136519	0.147721457	0.851624655	0.449579432	-0.141306394	notreduced	RFPsort	0.065852032	0.148032743	0.671785107	0.361917518	-0.230213454	notreduced	0.361917518	None												
PBANKA_144590	GFPsort	0.155968149	0.224725099	0.756171357	0.605418347	-0.293482048	notreduced	RFPsort	0.559188568	0.239081668	0.990329744	1.037351904	0.081025231	notreduced	0.605418347	None												
PBANKA_130230	GFPsort	0.156348164	0.279825044	0.711828849	0.715998251	-0.403301924	notreduced	RFPsort	0.572798159	0.292248718	0.975000239	1.157295595	-0.011699277	notreduced	0.715998251	None												
PBANKA_091670	GFPsort	0.157291732	0.199417316	0.784872871	0.556126364	-0.241542901	notreduced	RFPsort	0.426079306	0.192146304	0.986704619	0.810371914	0.041786699	notreduced	0.556126364	None												
PBANKA_141700	GFPsort	0.157366385	0.287452489	0.707965814	0.732271363	-0.417538594	notreduced	RFPsort	0.199263217	0.29802693	0.748127245	0.795317077	-0.396790643	notreduced	0.732271363	None												
PBANKA_143630	GFPsort	0.15757164	0.264831647	0.724074239	0.687234934	-0.372091653	notreduced	RFPsort	0.126840574	0.267138364	0.682539608	0.661117301	-0.407436154	notreduced	0.661117301	None												
PBANKA_121010	GFPsort	0.157693611	0.270754812	0.719858831	0.699203236	-0.383816014	notreduced	RFPsort	-0.164462913	0.302681671	0.293443482	0.440900429	-0.769826256	notreduced	0.440900429	None												
PBANKA_090250	GFPsort	0.158258367	0.175015614	0.817069328	0.508289594	-0.19177286	notreduced	RFPsort	0.225297138	0.193837355	0.877443166	0.612971847	-0.162377571	notreduced	0.508289594	None												
PBANKA_131870	GFPsort	0.159021109	0.171009288	0.82378792	0.501039686	-0.182997468	notreduced	RFPsort	0.057825339	0.166690059	0.635668032	0.391205456	-0.275554779	notreduced	0.391205456	None												
PBANKA_134600	GFPsort	0.160006723	0.113128672	0.921374551	0.386264067	-0.06625062	notreduced	RFPsort	0.265183319	0.111840215	0.991132167	0.488863749	0.04150289	notreduced	0.386264067	None												
PBANKA_021550	GFPsort	0.160956748	0.182156201	0.811549141	0.525269151	-0.203355654	notreduced	RFPsort	0.195284945	0.174904676	0.867900653	0.545094297	-0.154524408	notreduced	0.525269151	None												
PBANKA_133950	GFPsort	0.163164762	0.098659199	0.950918165	0.360483161	-0.034153637	notreduced	RFPsort	0.126188551	0.104180999	0.88709894	0.334550548	-0.082173447	notreduced	0.334550548	None												
PBANKA_041770	GFPsort	0.164551431	0.147338078	0.867966266	0.459227587	-0.130124725	notreduced	RFPsort	0.427543647	0.143026493	0.998601738	0.713596633	0.141490661	notreduced	0.459227587	None												
PBANKA_112980	GFPsort	0.164615708	0.181938161	0.8172115	0.52849203	-0.199260613	notreduced	RFPsort	-0.107676659	0.194905027	0.290317621	0.282133395	-0.497486713	notreduced	0.282133395	None												
PBANKA_133500	GFPsort	0.165669694	0.197862592	0.798787092	0.561394879	-0.23005549	notreduced	RFPsort	0.161370719	0.197331587	0.793254095	0.556033894	-0.233292456	notreduced	0.556033894	None												
PBANKA_090840	GFPsort	0.165821626	0.178534855	0.823501382	0.522891336	-0.191248084	notreduced	RFPsort	0.16594211	0.191638762	0.806730513	0.549219634	-0.217335413	notreduced	0.522891336	None												
PBANKA_103330	GFPsort	0.166722356	0.116116766	0.924472703	0.398955887	-0.065511176	notreduced	RFPsort	0.1754187	0.115411179	0.93573766	0.406241058	-0.055403659	notreduced	0.398955887	None												
PBANKA_124430	GFPsort	0.168131039	0.163718584	0.84777834	0.495568207	-0.159306129	notreduced	RFPsort	0.368049885	0.167795014	0.985862495	0.703639912	0.032459857	notreduced	0.495568207	None												
PBANKA_112110	GFPsort	0.168744742	0.196413927	0.804865103	0.561572596	-0.224083112	notreduced	RFPsort	0.125836757	0.216446432	0.719506459	0.558729622	-0.307056108	notreduced	0.558729622	None												
PBANKA_093350	GFPsort	0.170527145	0.098345467	0.958537446	0.367218078	-0.026163788	notreduced	RFPsort	0.2055467	0.104326692	0.97559351	0.414200084	-0.003106683	notreduced	0.367218078	None												
PBANKA_071130	GFPsort	0.171151316	0.209896738	0.792580375	0.590944791	-0.248642159	notreduced	RFPsort	-0.078973004	0.228715275	0.364938336	0.378457546	-0.536403553	notreduced	0.378457546	None												
PBANKA_131070	GFPsort	0.172941947	0.107910432	0.945493303	0.38876281	-0.042878916	notreduced	RFPsort	0.15641839	0.107433168	0.927298153	0.371284727	-0.058447947	notreduced	0.371284727	None												
PBANKA_134980	GFPsort	0.17371717	0.364410973	0.683214522	0.902539116	-0.555104775	notreduced	RFPsort	0.271536373	0.382696845	0.76100338	1.036930063	-0.493857316	notreduced	0.902539116	None												
PBANKA_135820	GFPsort	0.174084044	0.119268253	0.927800099	0.41262055	-0.064452461	notreduced	RFPsort	0.259170672	0.125202018	0.980774761	0.509574707	0.008766637	notreduced	0.41262055	None												
PBANKA_120110	GFPsort	0.175387486	0.187206751	0.825586043	0.549800988	-0.199026016	notreduced	RFPsort	-0.018857015	0.192046115	0.460890696	0.365235214	-0.402949244	notreduced	0.365235214	None												
PBANKA_071830	GFPsort	0.175730239	0.102896025	0.956167246	0.381522289	-0.030061811	notreduced	RFPsort	0.181459346	0.104723294	0.958429993	0.390905934	-0.027987242	notreduced	0.381522289	None												
PBANKA_071430	GFPsort	0.177878943	0.198053096	0.815443916	0.573985135	-0.21822725	notreduced	RFPsort	0.045368184	0.217185909	0.582733339	0.479740003	-0.389003635	notreduced	0.479740003	None												
PBANKA_142710	GFPsort	0.179155938	0.118541595	0.934648306	0.416239128	-0.057927253	notreduced	RFPsort	-0.027662936	0.126850374	0.413685214	0.226037813	-0.281363684	notreduced	0.226037813	None												
PBANKA_071490	GFPsort	0.180122606	0.179151421	0.84265292	0.538425448	-0.178180237	notreduced	RFPsort	0.256185391	0.186496405	0.915228651	0.6291782	-0.116807419	notreduced	0.538425448	None												
